,0,1,2,3,4,5,name,label,pred
12,0.29159818375828095,0.07666666666666666,0.25456184888931094,0.12333333333333332,31680.0,2604.0,Link_Error_4_range10-flw0-rtt,L,L
13,0.39706690582329546,0.11721451559108785,0.2369196740292765,0.23108004502243032,30240.0,2604.0,Link_Error_4_range10-flw1-rtt,L,L
14,0.14901229933434457,0.13102292655966755,0.14611742974896064,0.17133767319341142,16800256.0,2604.0,Link_Error_4_range10-flw2-rtt,L,L
3,0.1946417106778721,0.06333333333333332,0.08984922739050225,0.37666666666666665,36000.0,2696.0,Link_Error_6_range10-flw0-rtt,L,L
4,0.17249886285223778,0.3047577405368284,0.10610243506327449,0.06363073703516198,169920.0,2696.0,Link_Error_6_range10-flw1-rtt,L,L
5,0.2353754115662184,0.05037989294138403,0.10341435891703049,0.39296316494279543,36000.0,2696.0,Link_Error_6_range10-flw2-rtt,L,L
21,0.1406758731397391,0.21666666666666665,0.129692220307867,0.10333333333333332,40320.0,2191.0,Link_Error_8_range10-flw0-rtt,L,L
22,0.2047134140033716,0.14399676000592465,0.1661429686309951,0.2511571395452174,172800.0,2191.0,Link_Error_8_range10-flw1-rtt,L,L
23,0.2582696968658807,0.0705271125867622,0.188618239895048,0.1511295269716333,34560.0,2191.0,Link_Error_8_range10-flw2-rtt,L,L
9,0.5932059543533714,0.15,0.1702479013968319,0.2966666666666667,31680.0,1932.0,Normal_2_range10-flw0-rtt,N,N
10,0.5853623927049689,0.15739180744833625,0.14627085038493953,0.3181323767572754,30240.0,1932.0,Normal_2_range10-flw1-rtt,N,N
11,0.5934730268525623,0.21829820562569252,0.14931628379421163,0.439954845184088,16800256.0,1932.0,Normal_2_range10-flw2-rtt,N,N
24,0.5918353318887168,0.15,0.15902816750573,0.30333333333333334,40320.0,1847.0,Normal_6_range10-flw0-rtt,N,N
25,0.5929254371935974,0.16407834198366628,0.12203962569659911,0.33150522155883594,172800.0,1847.0,Normal_6_range10-flw1-rtt,N,N
26,0.5874884076827961,0.1579206460849472,0.14859595909539483,0.31920130591638274,34560.0,1847.0,Normal_6_range10-flw2-rtt,N,N
15,0.573019601404037,0.18333333333333332,0.14915221481573446,0.37666666666666665,31680.0,2698.0,Normal_8_range10-flw0-rtt,N,N
16,0.47084373172932753,0.17744974054169443,0.07554722259333731,0.12388000754797536,30240.0,2698.0,Normal_8_range10-flw1-rtt,N,N
17,0.6003091705943192,0.17133899712866074,0.14581611644104106,0.34603758243631483,16800256.0,2698.0,Normal_8_range10-flw2-rtt,N,N
18,0.05222201997065502,1.6433333333333333,0.04123647239072019,1.5966666666666667,40320.0,2194.0,TCP_Congestion_4_range10-flw0-rtt,T,T
19,0.07252173928100025,0.793709719859652,0.0707434776947397,1.6443522044349752,172800.0,2194.0,TCP_Congestion_4_range10-flw1-rtt,T,T
20,0.10806043028683969,0.5004402698844147,0.05640709974150219,0.7892849894150165,34560.0,2194.0,TCP_Congestion_4_range10-flw2-rtt,T,T
0,0.10037237285747526,0.37666666666666665,0.07273887574197947,1.2966666666666666,36000.0,2153.0,TCP_Congestion_5_range10-flw0-rtt,T,T
1,0.060272956751404344,0.59277055027493,0.05997941853877721,1.2759637268629849,169920.0,2153.0,TCP_Congestion_5_range10-flw1-rtt,T,T
2,0.13653022536979648,1.2870582462409919,0.06888171392640641,0.27891862777546295,36000.0,2153.0,TCP_Congestion_5_range10-flw2-rtt,T,T
6,0.09288823119902406,0.49,0.06118346033440823,1.4766666666666666,36000.0,2282.0,TCP_Congestion_7_range10-flw0-rtt,T,T
7,0.05399014377878553,1.5903423431193402,0.040534887686528596,0.09709458515886499,169920.0,2282.0,TCP_Congestion_7_range10-flw1-rtt,T,T
8,0.06676969366915371,0.2721976969856928,0.05176746276880903,0.8233140217468485,36000.0,2282.0,TCP_Congestion_7_range10-flw2-rtt,T,T
