,0,1,2,3,4,5,name,label,pred
3,0.3338180001973678,0.056666666666666664,0.3154242837287874,0.10333333333333332,0.22150939900119834,0.15666666666666665,Link_Error_1_range10-flw0-rtt,L,L
4,0.4280303726721927,0.01674156676220409,0.14420768023109265,0.07031458040125718,0.09965129312065314,0.331483021891641,Link_Error_1_range10-flw1-rtt,L,L
5,0.24473063734815306,0.04367137451922434,0.16343566205575905,0.08398341253696989,0.10263777578664582,0.4400730816937223,Link_Error_1_range10-flw2-rtt,L,L
30,0.15042655364290222,0.09666666666666665,0.12923359485759375,0.21666666666666665,0.09592818749543877,0.17666666666666664,Link_Error_2_range10-flw0-rtt,L,L
31,0.17633845050435604,0.11052394613491563,0.12297772945791609,0.2243971027587681,0.08821942309864624,0.1976034188472734,Link_Error_2_range10-flw1-rtt,L,L
32,0.35025090504820927,0.030226200796279037,0.12314872613654201,0.20486647206366904,0.08088737364228606,0.29218660769736404,Link_Error_2_range10-flw2-rtt,L,L
18,0.2614720567848309,0.12999999999999998,0.2532479911966734,0.17666666666666664,0.10776653831974621,0.22999999999999998,Link_Error_5_range10-flw0-rtt,L,L
19,0.1589519424032332,0.19086664271569342,0.10809383694079762,0.09041051497059163,0.10437783437063425,0.49223502595099883,Link_Error_5_range10-flw1-rtt,L,L
20,0.26051497101149884,0.09068380729449124,0.15784068833630072,0.28548606000117616,0.12457067768164926,0.13770504070644968,Link_Error_5_range10-flw2-rtt,L,L
27,0.5914766441223195,0.16999999999999998,0.13594174671255413,0.3433333333333333,0.05906858456481075,0.5099999999999999,Normal_0_range10-flw0-rtt,N,N
28,0.57646122693951,0.2041924184827881,0.14960477883386722,0.4184270870548937,0.07280189284450303,0.6326617556269991,Normal_0_range10-flw1-rtt,N,N
29,0.5934849625421289,0.21829820562569252,0.1492992628596986,0.439954845184088,0.06499862449379143,0.6683283526078894,Normal_0_range10-flw2-rtt,N,N
15,0.5914065024518609,0.15,0.1593039428911567,0.30333333333333334,0.06930456293856016,0.45666666666666667,Normal_1_range10-flw0-rtt,N,N
16,0.5854662963974709,0.15739180744833625,0.1463828670736421,0.3181323767572754,0.07107247746399802,0.48557046978742036,Normal_1_range10-flw1-rtt,N,N
17,0.5875319115989763,0.1579206460849472,0.14861280414320407,0.31920130591638274,0.07021867869819877,0.4804819657478182,Normal_1_range10-flw2-rtt,N,N
21,0.47537496521308675,0.17666666666666664,0.07480425956007677,0.12333333333333332,0.06026154761407928,0.35,Normal_9_range10-flw0-rtt,N,N
22,0.585253673266333,0.15739180744833625,0.14628777456964268,0.3181323767572754,0.07100420634742416,0.48557046978742036,Normal_9_range10-flw1-rtt,N,N
23,0.5921110130372428,0.2115813377602866,0.16088435302880344,0.4332379773186821,0.07297566652227847,0.6481777490116717,Normal_9_range10-flw2-rtt,N,N
