,amplitude_1,frequency_1,name,label,pred
6,0.0982956632979905,0.5299999999999999,Link_Error_1_range100-flw0-rtt,L,T
7,0.14768014084491662,2.1113204268438714,Link_Error_1_range100-flw1-rtt,L,L
8,0.15310010208740865,0.06407709108082978,Link_Error_1_range100-flw2-rtt,L,L
12,0.18092502010330644,0.06999999999999999,Link_Error_4_range100-flw0-rtt,L,L
13,0.1332170679221559,0.11082831977919774,Link_Error_4_range100-flw1-rtt,L,L
14,0.2709516716012675,1.6085637370449497,Link_Error_4_range100-flw2-rtt,L,L
18,0.10075525543649647,0.29,Link_Error_7_range100-flw0-rtt,L,T
19,0.1380864719373661,0.16459737533697114,Link_Error_7_range100-flw1-rtt,L,L
20,0.14058111872541215,1.2657893295174678,Link_Error_7_range100-flw2-rtt,L,L
15,0.7021594909345226,0.06999999999999999,Normal_1_range100-flw0-rtt,N,N
16,0.757597300428633,0.04366550703395897,Normal_1_range100-flw1-rtt,N,N
17,0.7382183019325571,0.05723947545340651,Normal_1_range100-flw2-rtt,N,N
9,0.7492723637805765,0.03666666666666667,Normal_6_range100-flw0-rtt,N,N
10,0.5763260104956006,0.1239623056761033,Normal_6_range100-flw1-rtt,N,N
11,0.7730777977009231,0.04379495699722641,Normal_6_range100-flw2-rtt,N,N
3,0.6965826886089571,0.049999999999999996,Normal_8_range100-flw0-rtt,N,N
4,0.7021730712345211,0.06373746497919827,Normal_8_range100-flw1-rtt,N,N
5,0.5863824474941385,0.043937053343942656,Normal_8_range100-flw2-rtt,N,N
21,0.20008232378626029,0.23666666666666664,TCP_Congestion_1_range100-flw0-rtt,T,T
22,0.20272788765461064,0.2324344956641366,TCP_Congestion_1_range100-flw1-rtt,T,T
23,0.27848643107671545,0.11789361300572697,TCP_Congestion_1_range100-flw2-rtt,T,L
0,0.28426316491206677,0.2033333333333333,TCP_Congestion_4_range100-flw0-rtt,T,T
1,0.2663559228841584,0.2054855686306135,TCP_Congestion_4_range100-flw1-rtt,T,T
2,0.22352910094975115,0.20590173093484143,TCP_Congestion_4_range100-flw2-rtt,T,T
24,0.3017883227294878,0.2966666666666667,TCP_Congestion_5_range100-flw0-rtt,T,T
25,0.30457718164917175,0.2931485818869961,TCP_Congestion_5_range100-flw1-rtt,T,T
26,0.2255623373433975,0.12439574347351846,TCP_Congestion_5_range100-flw2-rtt,T,L
