,amplitude_1,frequency_1,name,label,pred
24,0.14321886591340707,0.016666666666666666,Link_Error_0_range100-flw0-rtt,L,L
25,0.1563471072105518,2.867224084092094,Link_Error_0_range100-flw1-rtt,L,L
26,0.16437902124210296,4.995983114725573,Link_Error_0_range100-flw2-rtt,L,L
0,0.0982956632979905,0.5299999999999999,Link_Error_1_range100-flw0-rtt,L,L
1,0.14768014084491662,2.1113204268438714,Link_Error_1_range100-flw1-rtt,L,L
2,0.15310010208740865,0.06407709108082978,Link_Error_1_range100-flw2-rtt,L,L
15,0.08546828916763076,0.08999999999999998,Link_Error_6_range100-flw0-rtt,L,L
16,0.14377016122084316,1.8707733578900603,Link_Error_6_range100-flw1-rtt,L,L
17,0.14973104285609642,0.12474804687546096,Link_Error_6_range100-flw2-rtt,L,L
18,0.5913234619057609,0.16999999999999998,Normal_0_range100-flw0-rtt,N,N
19,0.5873707475548264,0.16407834198366628,Normal_0_range100-flw1-rtt,N,N
20,0.6935868040216379,0.07066951592694025,Normal_0_range100-flw2-rtt,N,N
3,0.7492723637805765,0.03666666666666667,Normal_6_range100-flw0-rtt,N,N
4,0.5763260104956006,0.1239623056761033,Normal_6_range100-flw1-rtt,N,N
5,0.7730777977009231,0.04379495699722641,Normal_6_range100-flw2-rtt,N,N
6,0.7297765628848887,0.03666666666666667,Normal_9_range100-flw0-rtt,N,N
7,0.7600128356048388,0.0369626351106122,Normal_9_range100-flw1-rtt,N,N
8,0.7534007711551179,0.03707725649739314,Normal_9_range100-flw2-rtt,N,N
21,0.13003774150734174,0.15,TCP_Congestion_2_range100-flw0-rtt,T,L
22,0.13094347227582695,0.45982747474531854,TCP_Congestion_2_range100-flw1-rtt,T,L
23,0.21083390279617126,0.44938834698173047,TCP_Congestion_2_range100-flw2-rtt,T,T
9,0.3480087637492762,0.21,TCP_Congestion_3_range100-flw0-rtt,T,T
10,0.33307771022951943,0.21165241982715527,TCP_Congestion_3_range100-flw1-rtt,T,T
11,0.28059072254426753,0.21223709929425102,TCP_Congestion_3_range100-flw2-rtt,T,T
12,0.3017883227294878,0.2966666666666667,TCP_Congestion_5_range100-flw0-rtt,T,T
13,0.30457718164917175,0.2931485818869961,TCP_Congestion_5_range100-flw1-rtt,T,T
14,0.2255623373433975,0.12439574347351846,TCP_Congestion_5_range100-flw2-rtt,T,L
