,amplitude_1,frequency_1,name,label,pred
9,0.19880173442030677,0.16426535855121713,Link_Error_2_range100-flw0-rtt,L,T
10,0.1395986058066504,0.27,Link_Error_2_range100-flw1-rtt,L,L
11,0.13318078291603877,0.1990836550530823,Link_Error_2_range100-flw2-rtt,L,T
24,0.12406704428813432,0.056666666666666664,Link_Error_5_range100-flw0-rtt,L,L
25,0.5202398582788051,0.06375885354601407,Link_Error_5_range100-flw1-rtt,L,L
26,0.21947509487945083,0.11135939005829934,Link_Error_5_range100-flw2-rtt,L,L
21,0.08546828916763076,0.08999999999999998,Link_Error_6_range100-flw0-rtt,L,L
22,0.14377016122084316,1.8707733578900603,Link_Error_6_range100-flw1-rtt,L,L
23,0.14973104285609642,0.12474804687546096,Link_Error_6_range100-flw2-rtt,L,L
0,0.5822718280148793,0.18333333333333332,Normal_5_range100-flw0-rtt,N,N
1,0.7083118274527103,0.0503562148280723,Normal_5_range100-flw1-rtt,N,N
2,0.7049712537162663,0.07067427260944863,Normal_5_range100-flw2-rtt,N,N
3,0.7492723637805765,0.03666666666666667,Normal_6_range100-flw0-rtt,N,N
4,0.5763260104956006,0.1239623056761033,Normal_6_range100-flw1-rtt,N,N
5,0.7730777977009231,0.04379495699722641,Normal_6_range100-flw2-rtt,N,N
12,0.6577600027612178,0.04333333333333333,Normal_7_range100-flw0-rtt,N,N
13,0.7760470411999851,0.043647914034291746,Normal_7_range100-flw1-rtt,N,N
14,0.592135322310768,0.19817422423104455,Normal_7_range100-flw2-rtt,N,N
15,0.3694904311485708,0.06333333333333332,TCP_Congestion_0_range100-flw0-rtt,T,L
16,0.2835015470128425,0.20540253796049354,TCP_Congestion_0_range100-flw1-rtt,T,T
17,0.2040324349654924,0.19844084022811548,TCP_Congestion_0_range100-flw2-rtt,T,T
18,0.18934193796211232,0.24999999999999997,TCP_Congestion_6_range100-flw0-rtt,T,T
19,0.1466211496528292,0.29900103753360024,TCP_Congestion_6_range100-flw1-rtt,T,L
20,0.27420687390785486,0.3004545675052714,TCP_Congestion_6_range100-flw2-rtt,T,T
6,0.26013705812391713,0.48333333333333334,TCP_Congestion_8_range100-flw0-rtt,T,T
7,0.2554387355949819,0.4864501328394667,TCP_Congestion_8_range100-flw1-rtt,T,T
8,0.20907276647864473,0.48074041285112584,TCP_Congestion_8_range100-flw2-rtt,T,T
