,amplitude_1,frequency_1,name,label,pred
12,0.0982956632979905,0.5299999999999999,Link_Error_1_range100-flw0-rtt,L,T
13,0.14768014084491662,2.1113204268438714,Link_Error_1_range100-flw1-rtt,L,L
14,0.15310010208740865,0.06407709108082978,Link_Error_1_range100-flw2-rtt,L,L
0,0.19880173442030677,0.16426535855121713,Link_Error_2_range100-flw0-rtt,L,T
1,0.1395986058066504,0.27,Link_Error_2_range100-flw1-rtt,L,T
2,0.13318078291603877,0.1990836550530823,Link_Error_2_range100-flw2-rtt,L,L
6,0.10075525543649647,0.29,Link_Error_7_range100-flw0-rtt,L,T
7,0.1380864719373661,0.16459737533697114,Link_Error_7_range100-flw1-rtt,L,L
8,0.14058111872541215,1.2657893295174678,Link_Error_7_range100-flw2-rtt,L,L
9,0.5910948876939286,0.1633333333333333,Normal_4_range100-flw0-rtt,N,N
10,0.7060268862938665,0.07044194572327324,Normal_4_range100-flw1-rtt,N,N
11,0.5980671775216073,0.151210779997959,Normal_4_range100-flw2-rtt,N,N
15,0.5822718280148793,0.18333333333333332,Normal_5_range100-flw0-rtt,N,N
16,0.7083118274527103,0.0503562148280723,Normal_5_range100-flw1-rtt,N,N
17,0.7049712537162663,0.07067427260944863,Normal_5_range100-flw2-rtt,N,N
21,0.7297765628848887,0.03666666666666667,Normal_9_range100-flw0-rtt,N,N
22,0.7600128356048388,0.0369626351106122,Normal_9_range100-flw1-rtt,N,N
23,0.7534007711551179,0.03707725649739314,Normal_9_range100-flw2-rtt,N,N
24,0.13003774150734174,0.15,TCP_Congestion_2_range100-flw0-rtt,T,L
25,0.13094347227582695,0.45982747474531854,TCP_Congestion_2_range100-flw1-rtt,T,T
26,0.21083390279617126,0.44938834698173047,TCP_Congestion_2_range100-flw2-rtt,T,T
18,0.28426316491206677,0.2033333333333333,TCP_Congestion_4_range100-flw0-rtt,T,T
19,0.2663559228841584,0.2054855686306135,TCP_Congestion_4_range100-flw1-rtt,T,T
20,0.22352910094975115,0.20590173093484143,TCP_Congestion_4_range100-flw2-rtt,T,T
3,0.26013705812391713,0.48333333333333334,TCP_Congestion_8_range100-flw0-rtt,T,T
4,0.2554387355949819,0.4864501328394667,TCP_Congestion_8_range100-flw1-rtt,T,T
5,0.20907276647864473,0.48074041285112584,TCP_Congestion_8_range100-flw2-rtt,T,T
