,0,1,name,label,pred
24,0.32373749499401605,0.09666666666666665,Link_Error_2_range50-flw0-rtt,L,L
25,0.21693436456718784,2.465798949220745,Link_Error_2_range50-flw1-rtt,L,T
26,0.14890646809206837,0.03027470968824012,Link_Error_2_range50-flw2-rtt,L,L
21,0.24987401214091975,0.08999999999999998,Link_Error_4_range50-flw0-rtt,L,L
22,0.2517213984289615,0.31804717161822027,Link_Error_4_range50-flw1-rtt,L,T
23,0.25133606070635595,0.06387962765035735,Link_Error_4_range50-flw2-rtt,L,L
15,0.26498018407602486,0.06333333333333332,Link_Error_9_range50-flw0-rtt,L,L
16,0.328711563590175,0.056917515437955334,Link_Error_9_range50-flw1-rtt,L,L
17,0.17340228615941122,0.13105815040051874,Link_Error_9_range50-flw2-rtt,L,L
9,0.7803203543239953,0.04333333333333333,Normal_4_range50-flw0-rtt,N,N
10,0.6192919954090449,0.10389511848115525,Normal_4_range50-flw1-rtt,N,N
11,0.605740091384786,0.10424448924117848,Normal_4_range50-flw2-rtt,N,N
33,0.5954197428952538,0.10999999999999999,Normal_7_range50-flw0-rtt,N,N
34,0.5979005320159907,0.15070437718854152,Normal_7_range50-flw1-rtt,N,N
35,0.5964666753230669,0.1914693163870224,Normal_7_range50-flw2-rtt,N,N
18,0.577115556695574,0.12333333333333332,Normal_8_range50-flw0-rtt,N,N
19,0.6519665815744221,0.09051356491597677,Normal_8_range50-flw1-rtt,N,N
20,0.7806672455961404,0.04380381108656264,Normal_8_range50-flw2-rtt,N,N
27,0.19272096153006116,0.43666666666666665,TCP_Congestion_5_range50-flw0-rtt,T,T
28,0.39288837278500877,0.4464917714755744,TCP_Congestion_5_range50-flw1-rtt,T,T
29,0.3343602484407545,0.44799572942176247,TCP_Congestion_5_range50-flw2-rtt,T,T
30,0.14502338856532113,0.1633333333333333,TCP_Congestion_6_range50-flw0-rtt,T,U
31,0.11443819590100436,0.30500288864548986,TCP_Congestion_6_range50-flw1-rtt,T,T
32,0.24592036980802381,0.1578888155695034,TCP_Congestion_6_range50-flw2-rtt,T,U
12,0.2923624087160855,0.43666666666666665,TCP_Congestion_7_range50-flw0-rtt,T,T
13,0.22641756063889587,0.4389229795043406,TCP_Congestion_7_range50-flw1-rtt,T,T
14,0.39390930473435953,0.44116978964923403,TCP_Congestion_7_range50-flw2-rtt,T,T
6,0.03802346292382121,0.43666666666666665,UDP_Congestion_3_range50-flw0-rtt,U,U
7,0.2001649517098655,0.21111506048932382,UDP_Congestion_3_range50-flw1-rtt,U,U
8,0.08625387673894813,0.2252877268929019,UDP_Congestion_3_range50-flw2-rtt,U,U
0,0.1964702373481483,0.15666666666666665,UDP_Congestion_7_range50-flw0-rtt,U,U
1,0.15602703816874125,0.3115391800885059,UDP_Congestion_7_range50-flw1-rtt,U,U
2,0.1779631347308705,0.15161835920431088,UDP_Congestion_7_range50-flw2-rtt,U,U
3,0.06215763354254784,0.33666666666666667,UDP_Congestion_8_range50-flw0-rtt,U,U
4,0.04630391900940706,0.5330243267274188,UDP_Congestion_8_range50-flw1-rtt,U,U
5,0.12277020845745813,0.39402500482680636,UDP_Congestion_8_range50-flw2-rtt,U,U
