,0,1,name,label,pred
0,0.2614720567848309,0.12999999999999998,Link_Error_5_range10-flw0-rtt,L,L
1,0.1589519424032332,0.19086664271569342,Link_Error_5_range10-flw1-rtt,L,L
2,0.26051497101149884,0.09068380729449124,Link_Error_5_range10-flw2-rtt,L,L
30,0.1946417106778721,0.06333333333333332,Link_Error_6_range10-flw0-rtt,L,L
31,0.17249886285223778,0.3047577405368284,Link_Error_6_range10-flw1-rtt,L,U
32,0.2353754115662184,0.05037989294138403,Link_Error_6_range10-flw2-rtt,L,L
9,0.16936675995945422,0.16999999999999998,Link_Error_9_range10-flw0-rtt,L,L
10,0.2839459183422086,0.07030516425244869,Link_Error_9_range10-flw1-rtt,L,L
11,0.21090765819880206,0.030227935764830415,Link_Error_9_range10-flw2-rtt,L,L
6,0.5914065024518609,0.15,Normal_1_range10-flw0-rtt,N,N
7,0.5854662963974709,0.15739180744833625,Normal_1_range10-flw1-rtt,N,N
8,0.5875319115989763,0.1579206460849472,Normal_1_range10-flw2-rtt,N,N
3,0.47514759379101645,0.17666666666666664,Normal_3_range10-flw0-rtt,N,N
4,0.4705268370365323,0.17744872460068428,Normal_3_range10-flw1-rtt,N,N
5,0.5874374736544345,0.1579206460849472,Normal_3_range10-flw2-rtt,N,N
18,0.578411078101052,0.21,Normal_5_range10-flw0-rtt,N,N
19,0.5996679606862548,0.17076398097448173,Normal_5_range10-flw1-rtt,N,N
20,0.593570754899289,0.21829820562569252,Normal_5_range10-flw2-rtt,N,N
33,0.09000682494573503,0.36333333333333334,TCP_Congestion_1_range10-flw0-rtt,T,U
34,0.11865548659099723,0.5121204689430232,TCP_Congestion_1_range10-flw1-rtt,T,U
35,0.06407968430340004,1.622450523068979,TCP_Congestion_1_range10-flw2-rtt,T,T
12,0.10037237285747526,0.37666666666666665,TCP_Congestion_5_range10-flw0-rtt,T,U
13,0.060272956751404344,0.59277055027493,TCP_Congestion_5_range10-flw1-rtt,T,U
14,0.13653022536979648,1.2870582462409919,TCP_Congestion_5_range10-flw2-rtt,T,T
15,0.05355504513532245,1.4633333333333334,TCP_Congestion_9_range10-flw0-rtt,T,T
16,0.05930054545820566,1.4629190363360636,TCP_Congestion_9_range10-flw1-rtt,T,T
17,0.09150965697429897,0.9105637252983128,TCP_Congestion_9_range10-flw2-rtt,T,T
24,0.1254382347450645,0.5366666666666666,UDP_Congestion_4_range10-flw0-rtt,U,U
25,0.18513126673273106,0.31817499644899955,UDP_Congestion_4_range10-flw1-rtt,U,U
26,0.11300624538050318,0.31250227866244856,UDP_Congestion_4_range10-flw2-rtt,U,U
21,0.05536311846064197,0.39666666666666667,UDP_Congestion_6_range10-flw0-rtt,U,U
22,0.10341951452001472,0.3984492889404574,UDP_Congestion_6_range10-flw1-rtt,U,U
23,0.14647202903038117,0.4266104266477131,UDP_Congestion_6_range10-flw2-rtt,U,U
27,0.07655457600802584,0.5033333333333333,UDP_Congestion_9_range10-flw0-rtt,U,T
28,0.06755643662154683,0.49210319986590695,UDP_Congestion_9_range10-flw1-rtt,U,T
29,0.21783463990625615,0.3729369155032799,UDP_Congestion_9_range10-flw2-rtt,U,U
