,0,1,name,label,pred
21,0.27455924808372184,0.08999999999999998,Link_Error_3_range10-flw0-rtt,L,L
22,0.1932239153058543,0.07032399907266088,Link_Error_3_range10-flw1-rtt,L,L
23,0.1866401839007284,0.13774205099862485,Link_Error_3_range10-flw2-rtt,L,L
15,0.17104468617914687,0.12333333333333332,Link_Error_7_range10-flw0-rtt,L,L
16,0.1934200995670174,0.05691370439483942,Link_Error_7_range10-flw1-rtt,L,L
17,0.43580848715486253,0.05039401061136603,Link_Error_7_range10-flw2-rtt,L,L
18,0.1406758731397391,0.21666666666666665,Link_Error_8_range10-flw0-rtt,L,L
19,0.2047134140033716,0.14399676000592465,Link_Error_8_range10-flw1-rtt,L,L
20,0.2582696968658807,0.0705271125867622,Link_Error_8_range10-flw2-rtt,L,L
6,0.47514759379101645,0.17666666666666664,Normal_3_range10-flw0-rtt,N,N
7,0.4705268370365323,0.17744872460068428,Normal_3_range10-flw1-rtt,N,N
8,0.5874374736544345,0.1579206460849472,Normal_3_range10-flw2-rtt,N,N
12,0.5785793939189001,0.21,Normal_4_range10-flw0-rtt,N,N
13,0.5878575603675156,0.15071447200215765,Normal_4_range10-flw1-rtt,N,N
14,0.5875666988719287,0.1579206460849472,Normal_4_range10-flw2-rtt,N,N
0,0.4753795280461344,0.17666666666666664,Normal_7_range10-flw0-rtt,N,N
1,0.5882940757787359,0.2175675194855981,Normal_7_range10-flw1-rtt,N,N
2,0.5700812221685895,0.14450001198005913,Normal_7_range10-flw2-rtt,N,N
30,0.09000682494573503,0.36333333333333334,TCP_Congestion_1_range10-flw0-rtt,T,T
31,0.11865548659099723,0.5121204689430232,TCP_Congestion_1_range10-flw1-rtt,T,U
32,0.06407968430340004,1.622450523068979,TCP_Congestion_1_range10-flw2-rtt,T,T
3,0.08020274992693763,0.4766666666666667,TCP_Congestion_3_range10-flw0-rtt,T,U
4,0.06073015783324932,0.49207025437655494,TCP_Congestion_3_range10-flw1-rtt,T,U
5,0.06652496547882877,0.7493917157198993,TCP_Congestion_3_range10-flw2-rtt,T,U
9,0.05222201997065502,1.6433333333333333,TCP_Congestion_4_range10-flw0-rtt,T,T
10,0.07252173928100025,0.793709719859652,TCP_Congestion_4_range10-flw1-rtt,T,U
11,0.10806043028683969,0.5004402698844147,TCP_Congestion_4_range10-flw2-rtt,T,U
27,0.05109406529556317,0.33,UDP_Congestion_0_range10-flw0-rtt,U,U
28,0.04481880090359483,0.4118149646393239,UDP_Congestion_0_range10-flw1-rtt,U,U
29,0.08765580577384932,0.6754081506575502,UDP_Congestion_0_range10-flw2-rtt,U,U
24,0.05536311846064197,0.39666666666666667,UDP_Congestion_6_range10-flw0-rtt,U,U
25,0.10341951452001472,0.3984492889404574,UDP_Congestion_6_range10-flw1-rtt,U,T
26,0.14647202903038117,0.4266104266477131,UDP_Congestion_6_range10-flw2-rtt,U,U
33,0.0470642791248318,0.9633333333333333,UDP_Congestion_8_range10-flw0-rtt,U,T
34,0.11541385369421336,0.3716876726568767,UDP_Congestion_8_range10-flw1-rtt,U,U
35,0.14069459772491033,0.3662173314401577,UDP_Congestion_8_range10-flw2-rtt,U,U
