,0,1,2,name,label,pred
30,0.11586214001659301,0.056666666666666664,2625.0,Link_Error_5_range50-flw0-rtt,L,L
31,0.2638779780433013,0.09048323173127633,2625.0,Link_Error_5_range50-flw1-rtt,L,L
32,0.12838702363461837,0.05713559180020907,2625.0,Link_Error_5_range50-flw2-rtt,L,L
9,0.08675801734329462,0.056666666666666664,2129.0,Link_Error_8_range50-flw0-rtt,L,L
10,0.35203690242388946,0.03685365844424693,2129.0,Link_Error_8_range50-flw1-rtt,L,L
11,0.31695614860491406,0.1381225566835602,2129.0,Link_Error_8_range50-flw2-rtt,L,L
27,0.26498018407602486,0.06333333333333332,3165.0,Link_Error_9_range50-flw0-rtt,L,L
28,0.328711563590175,0.056917515437955334,3165.0,Link_Error_9_range50-flw1-rtt,L,L
29,0.17340228615941122,0.13105815040051874,3165.0,Link_Error_9_range50-flw2-rtt,L,L
18,0.5878082536086505,0.16999999999999998,1894.0,Normal_1_range50-flw0-rtt,N,N
19,0.7392981497350808,0.043644983245866,1894.0,Normal_1_range50-flw1-rtt,N,N
20,0.5975677650490292,0.14450001198005913,1894.0,Normal_1_range50-flw2-rtt,N,N
0,0.7803203543239953,0.04333333333333333,1669.0,Normal_4_range50-flw0-rtt,N,N
1,0.6192919954090449,0.10389511848115525,1669.0,Normal_4_range50-flw1-rtt,N,N
2,0.605740091384786,0.10424448924117848,1669.0,Normal_4_range50-flw2-rtt,N,N
3,0.6218253058115922,0.08999999999999998,1780.0,Normal_5_range50-flw0-rtt,N,N
4,0.5861913866514838,0.11726949834085437,1780.0,Normal_5_range50-flw1-rtt,N,N
5,0.5981044222942331,0.11095501570971719,1780.0,Normal_5_range50-flw2-rtt,N,N
21,0.2923624087160855,0.43666666666666665,1941.0,TCP_Congestion_7_range50-flw0-rtt,T,T
22,0.22641756063889587,0.4389229795043406,1941.0,TCP_Congestion_7_range50-flw1-rtt,T,T
23,0.39390930473435953,0.44116978964923403,1941.0,TCP_Congestion_7_range50-flw2-rtt,T,T
12,0.20554944733340805,0.7299999999999999,1938.0,TCP_Congestion_8_range50-flw0-rtt,T,T
13,0.12395107584230242,0.7270221711274166,1938.0,TCP_Congestion_8_range50-flw1-rtt,T,T
14,0.19493368098599437,0.7299568891497896,1938.0,TCP_Congestion_8_range50-flw2-rtt,T,T
6,0.2749325497799579,0.33666666666666667,2012.0,TCP_Congestion_9_range50-flw0-rtt,T,T
7,0.19250903686902798,0.3388831545310876,2012.0,TCP_Congestion_9_range50-flw1-rtt,T,T
8,0.19641316185028582,0.33990959683591954,2012.0,TCP_Congestion_9_range50-flw2-rtt,T,T
33,0.12153589859792635,0.5366666666666666,2453.0,UDP_Congestion_6_range50-flw0-rtt,U,T
34,0.12617559241369997,0.538934088126703,2453.0,UDP_Congestion_6_range50-flw1-rtt,U,T
35,0.07295587768378077,0.6432374010420514,2453.0,UDP_Congestion_6_range50-flw2-rtt,U,T
24,0.06215763354254784,0.33666666666666667,1808.0,UDP_Congestion_8_range50-flw0-rtt,U,U
25,0.04630391900940706,0.5330243267274188,1808.0,UDP_Congestion_8_range50-flw1-rtt,U,U
26,0.12277020845745813,0.39402500482680636,1808.0,UDP_Congestion_8_range50-flw2-rtt,U,U
15,0.15915689034751665,0.3433333333333333,1665.0,UDP_Congestion_9_range50-flw0-rtt,U,U
16,0.17790677154633544,0.345640518357421,1665.0,UDP_Congestion_9_range50-flw1-rtt,U,U
17,0.12242020977464418,0.33970422256048394,1665.0,UDP_Congestion_9_range50-flw2-rtt,U,U
