,0,1,2,name,label,pred
12,0.2946277338416856,0.04333333333333333,2082.0,Link_Error_0_range50-flw0-rtt,L,L
13,0.22034856734189556,0.09712059863261564,2082.0,Link_Error_0_range50-flw1-rtt,L,L
14,0.2362133804285677,0.09078137648976861,2082.0,Link_Error_0_range50-flw2-rtt,L,L
21,0.3177258069000951,0.06333333333333332,2217.0,Link_Error_7_range50-flw0-rtt,L,L
22,0.44097750432933475,0.07715587865902948,2217.0,Link_Error_7_range50-flw1-rtt,L,L
23,0.1013877915047222,0.05044427449581535,2217.0,Link_Error_7_range50-flw2-rtt,L,L
33,0.26498018407602486,0.06333333333333332,3165.0,Link_Error_9_range50-flw0-rtt,L,L
34,0.328711563590175,0.056917515437955334,3165.0,Link_Error_9_range50-flw1-rtt,L,L
35,0.17340228615941122,0.13105815040051874,3165.0,Link_Error_9_range50-flw2-rtt,L,L
15,0.5664369487407124,0.12999999999999998,1694.0,Normal_3_range50-flw0-rtt,N,N
16,0.7810483224049551,0.04365084521635257,1694.0,Normal_3_range50-flw1-rtt,N,N
17,0.7306339924948672,0.057243330251285085,1694.0,Normal_3_range50-flw2-rtt,N,N
9,0.4752816935092991,0.17666666666666664,2621.0,Normal_6_range50-flw0-rtt,N,L
10,0.7808238655434471,0.0436567087616966,2621.0,Normal_6_range50-flw1-rtt,N,N
11,0.585677301901523,0.20487823129496172,2621.0,Normal_6_range50-flw2-rtt,N,N
0,0.577115556695574,0.12333333333333332,1756.0,Normal_8_range50-flw0-rtt,N,N
1,0.6519665815744221,0.09051356491597677,1756.0,Normal_8_range50-flw1-rtt,N,N
2,0.7806672455961404,0.04380381108656264,1756.0,Normal_8_range50-flw2-rtt,N,N
24,0.12432781482746624,0.36333333333333334,1995.0,TCP_Congestion_1_range50-flw0-rtt,T,T
25,0.10860771139019025,0.3116018098771273,1995.0,TCP_Congestion_1_range50-flw1-rtt,T,T
26,0.13136642773835014,0.7513532022791406,1995.0,TCP_Congestion_1_range50-flw2-rtt,T,T
6,0.20461595921209152,0.6099999999999999,2075.0,TCP_Congestion_2_range50-flw0-rtt,T,T
7,0.3135834906458596,0.6136454014168099,2075.0,TCP_Congestion_2_range50-flw1-rtt,T,T
8,0.23393636070312065,0.6153373748557613,2075.0,TCP_Congestion_2_range50-flw2-rtt,T,T
3,0.19272096153006116,0.43666666666666665,1548.0,TCP_Congestion_5_range50-flw0-rtt,T,U
4,0.39288837278500877,0.4464917714755744,1548.0,TCP_Congestion_5_range50-flw1-rtt,T,U
5,0.3343602484407545,0.44799572942176247,1548.0,TCP_Congestion_5_range50-flw2-rtt,T,U
18,0.06527132341443811,0.18999999999999997,2293.0,UDP_Congestion_4_range50-flw0-rtt,U,L
19,0.1335500031126267,0.1575712147295694,2293.0,UDP_Congestion_4_range50-flw1-rtt,U,T
20,0.12856895996448017,0.1043155266056414,2293.0,UDP_Congestion_4_range50-flw2-rtt,U,L
30,0.12153589859792635,0.5366666666666666,2453.0,UDP_Congestion_6_range50-flw0-rtt,U,T
31,0.12617559241369997,0.538934088126703,2453.0,UDP_Congestion_6_range50-flw1-rtt,U,T
32,0.07295587768378077,0.6432374010420514,2453.0,UDP_Congestion_6_range50-flw2-rtt,U,T
27,0.06215763354254784,0.33666666666666667,1808.0,UDP_Congestion_8_range50-flw0-rtt,U,U
28,0.04630391900940706,0.5330243267274188,1808.0,UDP_Congestion_8_range50-flw1-rtt,U,U
29,0.12277020845745813,0.39402500482680636,1808.0,UDP_Congestion_8_range50-flw2-rtt,U,U
