,0,1,2,name,label,pred
18,0.2946277338416856,0.04333333333333333,2082.0,Link_Error_0_range50-flw0-rtt,L,L
19,0.22034856734189556,0.09712059863261564,2082.0,Link_Error_0_range50-flw1-rtt,L,L
20,0.2362133804285677,0.09078137648976861,2082.0,Link_Error_0_range50-flw2-rtt,L,L
30,0.17314495642375546,0.08333333333333331,2054.0,Link_Error_3_range50-flw0-rtt,L,L
31,0.162754411139824,2.4592542997444493,2054.0,Link_Error_3_range50-flw1-rtt,L,T
32,0.13852215553108882,0.13813186357436816,2054.0,Link_Error_3_range50-flw2-rtt,L,L
0,0.3177258069000951,0.06333333333333332,2217.0,Link_Error_7_range50-flw0-rtt,L,L
1,0.44097750432933475,0.07715587865902948,2217.0,Link_Error_7_range50-flw1-rtt,L,L
2,0.1013877915047222,0.05044427449581535,2217.0,Link_Error_7_range50-flw2-rtt,L,L
15,0.6812009266516337,0.07666666666666666,1765.0,Normal_0_range50-flw0-rtt,N,N
16,0.6508112669729457,0.08382009618993069,1765.0,Normal_0_range50-flw1-rtt,N,N
17,0.655077832391928,0.08410207394705128,1765.0,Normal_0_range50-flw2-rtt,N,N
21,0.6218253058115922,0.08999999999999998,1780.0,Normal_5_range50-flw0-rtt,N,N
22,0.5861913866514838,0.11726949834085437,1780.0,Normal_5_range50-flw1-rtt,N,N
23,0.5981044222942331,0.11095501570971719,1780.0,Normal_5_range50-flw2-rtt,N,N
33,0.577115556695574,0.12333333333333332,1756.0,Normal_8_range50-flw0-rtt,N,N
34,0.6519665815744221,0.09051356491597677,1756.0,Normal_8_range50-flw1-rtt,N,N
35,0.7806672455961404,0.04380381108656264,1756.0,Normal_8_range50-flw2-rtt,N,N
12,0.19272096153006116,0.43666666666666665,1548.0,TCP_Congestion_5_range50-flw0-rtt,T,U
13,0.39288837278500877,0.4464917714755744,1548.0,TCP_Congestion_5_range50-flw1-rtt,T,U
14,0.3343602484407545,0.44799572942176247,1548.0,TCP_Congestion_5_range50-flw2-rtt,T,U
9,0.2923624087160855,0.43666666666666665,1941.0,TCP_Congestion_7_range50-flw0-rtt,T,T
10,0.22641756063889587,0.4389229795043406,1941.0,TCP_Congestion_7_range50-flw1-rtt,T,T
11,0.39390930473435953,0.44116978964923403,1941.0,TCP_Congestion_7_range50-flw2-rtt,T,T
27,0.2749325497799579,0.33666666666666667,2012.0,TCP_Congestion_9_range50-flw0-rtt,T,T
28,0.19250903686902798,0.3388831545310876,2012.0,TCP_Congestion_9_range50-flw1-rtt,T,T
29,0.19641316185028582,0.33990959683591954,2012.0,TCP_Congestion_9_range50-flw2-rtt,T,T
24,0.09943152482708972,0.39,2227.0,UDP_Congestion_0_range50-flw0-rtt,U,T
25,0.151381113503645,0.3991442481485828,2227.0,UDP_Congestion_0_range50-flw1-rtt,U,T
26,0.19214895991732084,0.400652531667795,2227.0,UDP_Congestion_0_range50-flw2-rtt,U,T
3,0.14363958245677852,0.24333333333333332,1745.0,UDP_Congestion_2_range50-flw0-rtt,U,U
4,0.11757144178923941,0.2449027764493573,1745.0,UDP_Congestion_2_range50-flw1-rtt,U,U
5,0.21044530405304077,0.24595867159810433,1745.0,UDP_Congestion_2_range50-flw2-rtt,U,U
6,0.06527132341443811,0.18999999999999997,2293.0,UDP_Congestion_4_range50-flw0-rtt,U,L
7,0.1335500031126267,0.1575712147295694,2293.0,UDP_Congestion_4_range50-flw1-rtt,U,T
8,0.12856895996448017,0.1043155266056414,2293.0,UDP_Congestion_4_range50-flw2-rtt,U,L
