,0,1,2,3,name,label,pred
0,0.3338180001973678,0.056666666666666664,28800.0,2336.0,Link_Error_1_range10-flw0-rtt,L,L
1,0.4280303726721927,0.01674156676220409,31680.0,2336.0,Link_Error_1_range10-flw1-rtt,L,L
2,0.24473063734815306,0.04367137451922434,28800.0,2336.0,Link_Error_1_range10-flw2-rtt,L,L
6,0.15042655364290222,0.09666666666666665,28800.0,2817.0,Link_Error_2_range10-flw0-rtt,L,L
7,0.17633845050435604,0.11052394613491563,31680.0,2817.0,Link_Error_2_range10-flw1-rtt,L,L
8,0.35025090504820927,0.030226200796279037,28800.0,2817.0,Link_Error_2_range10-flw2-rtt,L,L
21,0.2614720567848309,0.12999999999999998,30240.0,2914.0,Link_Error_5_range10-flw0-rtt,L,L
22,0.1589519424032332,0.19086664271569342,30240.0,2914.0,Link_Error_5_range10-flw1-rtt,L,L
23,0.26051497101149884,0.09068380729449124,30240.0,2914.0,Link_Error_5_range10-flw2-rtt,L,L
9,0.5932059543533714,0.15,30240.0,1932.0,Normal_2_range10-flw0-rtt,N,N
10,0.5853623927049689,0.15739180744833625,30240.0,1932.0,Normal_2_range10-flw1-rtt,N,N
11,0.5934730268525623,0.21829820562569252,30240.0,1932.0,Normal_2_range10-flw2-rtt,N,N
3,0.47514759379101645,0.17666666666666664,28800.0,3357.0,Normal_3_range10-flw0-rtt,N,N
4,0.4705268370365323,0.17744872460068428,31680.0,3357.0,Normal_3_range10-flw1-rtt,N,N
5,0.5874374736544345,0.1579206460849472,28800.0,3357.0,Normal_3_range10-flw2-rtt,N,N
18,0.573019601404037,0.18333333333333332,30240.0,2698.0,Normal_8_range10-flw0-rtt,N,N
19,0.47084373172932753,0.17744974054169443,30240.0,2698.0,Normal_8_range10-flw1-rtt,N,N
20,0.6003091705943192,0.17133899712866074,30240.0,2698.0,Normal_8_range10-flw2-rtt,N,N
24,0.08020274992693763,0.4766666666666667,30240.0,2331.0,TCP_Congestion_3_range10-flw0-rtt,T,T
25,0.06073015783324932,0.49207025437655494,30240.0,2331.0,TCP_Congestion_3_range10-flw1-rtt,T,T
26,0.06652496547882877,0.7493917157198993,30240.0,2331.0,TCP_Congestion_3_range10-flw2-rtt,T,T
12,0.05222201997065502,1.6433333333333333,30240.0,2194.0,TCP_Congestion_4_range10-flw0-rtt,T,T
13,0.07252173928100025,0.793709719859652,30240.0,2194.0,TCP_Congestion_4_range10-flw1-rtt,T,T
14,0.10806043028683969,0.5004402698844147,30240.0,2194.0,TCP_Congestion_4_range10-flw2-rtt,T,T
15,0.11718951164775239,1.2033333333333334,30240.0,2093.0,TCP_Congestion_6_range10-flw0-rtt,T,T
16,0.11619105617375924,1.2090649865061982,30240.0,2093.0,TCP_Congestion_6_range10-flw1-rtt,T,T
17,0.15313185103551968,1.2131280075535196,30240.0,2093.0,TCP_Congestion_6_range10-flw2-rtt,T,T
