,0,1,name,label,pred
9,0.29159818375828095,0.07666666666666666,Link_Error_4_range10-flw0-rtt,L,L
10,0.39706690582329546,0.11721451559108785,Link_Error_4_range10-flw1-rtt,L,L
11,0.14901229933434457,0.13102292655966755,Link_Error_4_range10-flw2-rtt,L,L
18,0.2614720567848309,0.12999999999999998,Link_Error_5_range10-flw0-rtt,L,L
19,0.1589519424032332,0.19086664271569342,Link_Error_5_range10-flw1-rtt,L,L
20,0.26051497101149884,0.09068380729449124,Link_Error_5_range10-flw2-rtt,L,L
24,0.16936675995945422,0.16999999999999998,Link_Error_9_range10-flw0-rtt,L,L
25,0.2839459183422086,0.07030516425244869,Link_Error_9_range10-flw1-rtt,L,L
26,0.21090765819880206,0.030227935764830415,Link_Error_9_range10-flw2-rtt,L,L
6,0.5914065024518609,0.15,Normal_1_range10-flw0-rtt,N,N
7,0.5854662963974709,0.15739180744833625,Normal_1_range10-flw1-rtt,N,N
8,0.5875319115989763,0.1579206460849472,Normal_1_range10-flw2-rtt,N,N
33,0.5932059543533714,0.15,Normal_2_range10-flw0-rtt,N,N
34,0.5853623927049689,0.15739180744833625,Normal_2_range10-flw1-rtt,N,N
35,0.5934730268525623,0.21829820562569252,Normal_2_range10-flw2-rtt,N,N
30,0.573019601404037,0.18333333333333332,Normal_8_range10-flw0-rtt,N,N
31,0.47084373172932753,0.17744974054169443,Normal_8_range10-flw1-rtt,N,N
32,0.6003091705943192,0.17133899712866074,Normal_8_range10-flw2-rtt,N,N
21,0.09000682494573503,0.36333333333333334,TCP_Congestion_1_range10-flw0-rtt,T,T
22,0.11865548659099723,0.5121204689430232,TCP_Congestion_1_range10-flw1-rtt,T,T
23,0.06407968430340004,1.622450523068979,TCP_Congestion_1_range10-flw2-rtt,T,T
12,0.0757548645395156,0.43666666666666665,TCP_Congestion_2_range10-flw0-rtt,T,T
13,0.05922258896383497,0.9878847488778552,TCP_Congestion_2_range10-flw1-rtt,T,T
14,0.05317327528832709,1.2462301119225492,TCP_Congestion_2_range10-flw2-rtt,T,T
15,0.08020274992693763,0.4766666666666667,TCP_Congestion_3_range10-flw0-rtt,T,T
16,0.06073015783324932,0.49207025437655494,TCP_Congestion_3_range10-flw1-rtt,T,T
17,0.06652496547882877,0.7493917157198993,TCP_Congestion_3_range10-flw2-rtt,T,T
0,0.1254382347450645,0.5366666666666666,UDP_Congestion_4_range10-flw0-rtt,T,T
1,0.18513126673273106,0.31817499644899955,UDP_Congestion_4_range10-flw1-rtt,T,T
2,0.11300624538050318,0.31250227866244856,UDP_Congestion_4_range10-flw2-rtt,T,T
3,0.05093100173326805,0.35,UDP_Congestion_5_range10-flw0-rtt,T,T
4,0.09049125650127857,0.3248516574953006,UDP_Congestion_5_range10-flw1-rtt,T,T
5,0.1275618313850422,0.3594977473770356,UDP_Congestion_5_range10-flw2-rtt,T,T
27,0.07655457600802584,0.5033333333333333,UDP_Congestion_9_range10-flw0-rtt,T,T
28,0.06755643662154683,0.49210319986590695,UDP_Congestion_9_range10-flw1-rtt,T,T
29,0.21783463990625615,0.3729369155032799,UDP_Congestion_9_range10-flw2-rtt,T,T
