,0,1,name,label,pred
12,0.2946277338416856,0.04333333333333333,Link_Error_0_range50-flw0-rtt,L,L
13,0.22034856734189556,0.09712059863261564,Link_Error_0_range50-flw1-rtt,L,L
14,0.2362133804285677,0.09078137648976861,Link_Error_0_range50-flw2-rtt,L,L
24,0.17850810985565316,0.04333333333333333,Link_Error_6_range50-flw0-rtt,L,L
25,0.5025535092208699,0.036831446876849,Link_Error_6_range50-flw1-rtt,L,L
26,0.33031315950732815,0.06391757619975898,Link_Error_6_range50-flw2-rtt,L,L
9,0.08675801734329462,0.056666666666666664,Link_Error_8_range50-flw0-rtt,L,L
10,0.35203690242388946,0.03685365844424693,Link_Error_8_range50-flw1-rtt,L,L
11,0.31695614860491406,0.1381225566835602,Link_Error_8_range50-flw2-rtt,L,L
18,0.7803203543239953,0.04333333333333333,Normal_4_range50-flw0-rtt,N,N
19,0.6192919954090449,0.10389511848115525,Normal_4_range50-flw1-rtt,N,N
20,0.605740091384786,0.10424448924117848,Normal_4_range50-flw2-rtt,N,N
3,0.4752816935092991,0.17666666666666664,Normal_6_range50-flw0-rtt,N,L
4,0.7808238655434471,0.0436567087616966,Normal_6_range50-flw1-rtt,N,N
5,0.585677301901523,0.20487823129496172,Normal_6_range50-flw2-rtt,N,N
30,0.577115556695574,0.12333333333333332,Normal_8_range50-flw0-rtt,N,N
31,0.6519665815744221,0.09051356491597677,Normal_8_range50-flw1-rtt,N,N
32,0.7806672455961404,0.04380381108656264,Normal_8_range50-flw2-rtt,N,N
27,0.11825410963241059,0.3233333333333333,TCP_Congestion_4_range50-flw0-rtt,T,T
28,0.12236840028206376,0.7485787996508737,TCP_Congestion_4_range50-flw1-rtt,T,T
29,0.08140242179888206,0.6624123652818852,TCP_Congestion_4_range50-flw2-rtt,T,T
0,0.14502338856532113,0.1633333333333333,TCP_Congestion_6_range50-flw0-rtt,T,T
1,0.11443819590100436,0.30500288864548986,TCP_Congestion_6_range50-flw1-rtt,T,T
2,0.24592036980802381,0.1578888155695034,TCP_Congestion_6_range50-flw2-rtt,T,T
33,0.20554944733340805,0.7299999999999999,TCP_Congestion_8_range50-flw0-rtt,T,T
34,0.12395107584230242,0.7270221711274166,TCP_Congestion_8_range50-flw1-rtt,T,T
35,0.19493368098599437,0.7299568891497896,TCP_Congestion_8_range50-flw2-rtt,T,T
15,0.09943152482708972,0.39,UDP_Congestion_0_range50-flw0-rtt,T,T
16,0.151381113503645,0.3991442481485828,UDP_Congestion_0_range50-flw1-rtt,T,T
17,0.19214895991732084,0.400652531667795,UDP_Congestion_0_range50-flw2-rtt,T,T
6,0.33891278930068813,0.15666666666666665,UDP_Congestion_5_range50-flw0-rtt,T,L
7,0.3275615523912908,0.15772985527144753,UDP_Congestion_5_range50-flw1-rtt,T,L
8,0.28642864091126874,0.15822900402955406,UDP_Congestion_5_range50-flw2-rtt,T,T
21,0.06215763354254784,0.33666666666666667,UDP_Congestion_8_range50-flw0-rtt,T,T
22,0.04630391900940706,0.5330243267274188,UDP_Congestion_8_range50-flw1-rtt,T,T
23,0.12277020845745813,0.39402500482680636,UDP_Congestion_8_range50-flw2-rtt,T,T
