,0,1,2,3,name,label,pred
12,0.1946417106778721,0.06333333333333332,0.08984922739050225,0.37666666666666665,Link_Error_6_range10-flw0-rtt,L,L
13,0.17249886285223778,0.3047577405368284,0.10610243506327449,0.06363073703516198,Link_Error_6_range10-flw1-rtt,L,T
14,0.2353754115662184,0.05037989294138403,0.10341435891703049,0.39296316494279543,Link_Error_6_range10-flw2-rtt,L,L
21,0.17104468617914687,0.12333333333333332,0.11151091921672832,0.31666666666666665,Link_Error_7_range10-flw0-rtt,L,L
22,0.1934200995670174,0.05691370439483942,0.18739002622409254,0.016739324822011594,Link_Error_7_range10-flw1-rtt,L,L
23,0.43580848715486253,0.05039401061136603,0.034523227933757276,0.3057236643756206,Link_Error_7_range10-flw2-rtt,L,L
6,0.16936675995945422,0.16999999999999998,0.13010550975131607,0.06333333333333332,Link_Error_9_range10-flw0-rtt,L,L
7,0.2839459183422086,0.07030516425244869,0.2550339217069111,0.11047954382527651,Link_Error_9_range10-flw1-rtt,L,L
8,0.21090765819880206,0.030227935764830415,0.1099989100323612,0.12427040258874726,Link_Error_9_range10-flw2-rtt,L,L
15,0.47514759379101645,0.17666666666666664,0.07482971073828595,0.12333333333333332,Normal_3_range10-flw0-rtt,N,N
16,0.4705268370365323,0.17744872460068428,0.07565931286046525,0.12387929830613809,Normal_3_range10-flw1-rtt,N,N
17,0.5874374736544345,0.1579206460849472,0.14860399598053747,0.31920130591638274,Normal_3_range10-flw2-rtt,N,N
27,0.5785793939189001,0.21,0.16283088637765863,0.43,Normal_4_range10-flw0-rtt,N,N
28,0.5878575603675156,0.15071447200215765,0.17371485207910478,0.2980797335153785,Normal_4_range10-flw1-rtt,N,N
29,0.5875666988719287,0.1579206460849472,0.14857383173855113,0.31920130591638274,Normal_4_range10-flw2-rtt,N,N
33,0.5918353318887168,0.15,0.15902816750573,0.30333333333333334,Normal_6_range10-flw0-rtt,N,N
34,0.5929254371935974,0.16407834198366628,0.12203962569659911,0.33150522155883594,Normal_6_range10-flw1-rtt,N,N
35,0.5874884076827961,0.1579206460849472,0.14859595909539483,0.31920130591638274,Normal_6_range10-flw2-rtt,N,N
3,0.05222201997065502,1.6433333333333333,0.04123647239072019,1.5966666666666667,TCP_Congestion_4_range10-flw0-rtt,T,T
4,0.07252173928100025,0.793709719859652,0.0707434776947397,1.6443522044349752,TCP_Congestion_4_range10-flw1-rtt,T,T
5,0.10806043028683969,0.5004402698844147,0.05640709974150219,0.7892849894150165,TCP_Congestion_4_range10-flw2-rtt,T,T
30,0.03868874171016264,0.36333333333333334,0.036956790128555295,1.15,TCP_Congestion_8_range10-flw0-rtt,T,T
31,0.07875636434042621,0.3314386314758295,0.0647047834110999,0.41178739062148517,TCP_Congestion_8_range10-flw1-rtt,T,T
32,0.09184164888003142,1.4483605851954764,0.08824380385474799,0.3326860740936245,TCP_Congestion_8_range10-flw2-rtt,T,T
24,0.05355504513532245,1.4633333333333334,0.05292886942293209,0.9099999999999999,TCP_Congestion_9_range10-flw0-rtt,T,T
25,0.05930054545820566,1.4629190363360636,0.0559041283184267,0.29124475094104696,TCP_Congestion_9_range10-flw1-rtt,T,T
26,0.09150965697429897,0.9105637252983128,0.07651185457601381,0.7291229829879479,TCP_Congestion_9_range10-flw2-rtt,T,T
18,0.056230538075766674,0.6233333333333333,0.042332725623577434,0.6699999999999999,UDP_Congestion_3_range10-flw0-rtt,T,T
19,0.07982375615142584,0.659706086538771,0.07069563478922465,0.3449224716420986,UDP_Congestion_3_range10-flw1-rtt,T,T
20,0.17470960443476405,0.3326413609023357,0.06615437095784427,0.28560116845150035,UDP_Congestion_3_range10-flw2-rtt,T,T
9,0.05536311846064197,0.39666666666666667,0.038672408452313844,0.8166666666666665,UDP_Congestion_6_range10-flw0-rtt,T,T
10,0.10341951452001472,0.3984492889404574,0.08088509504012945,0.7801570111187106,UDP_Congestion_6_range10-flw1-rtt,T,T
11,0.14647202903038117,0.4266104266477131,0.060015056985547974,0.8229886183361395,UDP_Congestion_6_range10-flw2-rtt,T,T
0,0.0470642791248318,0.9633333333333333,0.03826174126241241,0.47,UDP_Congestion_8_range10-flw0-rtt,T,T
1,0.11541385369421336,0.3716876726568767,0.045955517249733395,0.6864502062581957,UDP_Congestion_8_range10-flw1-rtt,T,T
2,0.14069459772491033,0.3662173314401577,0.06711951654967688,0.7357944549118767,UDP_Congestion_8_range10-flw2-rtt,T,T
