,0,1,2,3,name,label,pred
6,0.32373749499401605,0.09666666666666665,279360.0,1336.0,Link_Error_2_range50-flw0-rtt,L,L
7,0.21693436456718784,2.465798949220745,152640.0,1336.0,Link_Error_2_range50-flw1-rtt,L,T
8,0.14890646809206837,0.03027470968824012,152640.0,1336.0,Link_Error_2_range50-flw2-rtt,L,L
18,0.11586214001659301,0.056666666666666664,154080.0,2625.0,Link_Error_5_range50-flw0-rtt,L,L
19,0.2638779780433013,0.09048323173127633,28800.0,2625.0,Link_Error_5_range50-flw1-rtt,L,L
20,0.12838702363461837,0.05713559180020907,28800.0,2625.0,Link_Error_5_range50-flw2-rtt,L,L
0,0.17850810985565316,0.04333333333333333,279360.0,2315.0,Link_Error_6_range50-flw0-rtt,L,L
1,0.5025535092208699,0.036831446876849,152640.0,2315.0,Link_Error_6_range50-flw1-rtt,L,L
2,0.33031315950732815,0.06391757619975898,152640.0,2315.0,Link_Error_6_range50-flw2-rtt,L,L
9,0.6218253058115922,0.08999999999999998,37440.0,1780.0,Normal_5_range50-flw0-rtt,N,N
10,0.5861913866514838,0.11726949834085437,155520.0,1780.0,Normal_5_range50-flw1-rtt,N,N
11,0.5981044222942331,0.11095501570971719,37440.0,1780.0,Normal_5_range50-flw2-rtt,N,N
21,0.4752816935092991,0.17666666666666664,154080.0,2621.0,Normal_6_range50-flw0-rtt,N,L
22,0.7808238655434471,0.0436567087616966,28800.0,2621.0,Normal_6_range50-flw1-rtt,N,N
23,0.585677301901523,0.20487823129496172,28800.0,2621.0,Normal_6_range50-flw2-rtt,N,N
12,0.5954197428952538,0.10999999999999999,37440.0,1872.0,Normal_7_range50-flw0-rtt,N,N
13,0.5979005320159907,0.15070437718854152,155520.0,1872.0,Normal_7_range50-flw1-rtt,N,N
14,0.5964666753230669,0.1914693163870224,37440.0,1872.0,Normal_7_range50-flw2-rtt,N,N
3,0.12432781482746624,0.36333333333333334,279360.0,1995.0,TCP_Congestion_1_range50-flw0-rtt,T,T
4,0.10860771139019025,0.3116018098771273,152640.0,1995.0,TCP_Congestion_1_range50-flw1-rtt,T,T
5,0.13136642773835014,0.7513532022791406,152640.0,1995.0,TCP_Congestion_1_range50-flw2-rtt,T,T
24,0.20461595921209152,0.6099999999999999,154080.0,2075.0,TCP_Congestion_2_range50-flw0-rtt,T,T
25,0.3135834906458596,0.6136454014168099,28800.0,2075.0,TCP_Congestion_2_range50-flw1-rtt,T,T
26,0.23393636070312065,0.6153373748557613,28800.0,2075.0,TCP_Congestion_2_range50-flw2-rtt,T,T
15,0.20554944733340805,0.7299999999999999,37440.0,1938.0,TCP_Congestion_8_range50-flw0-rtt,T,T
16,0.12395107584230242,0.7270221711274166,155520.0,1938.0,TCP_Congestion_8_range50-flw1-rtt,T,T
17,0.19493368098599437,0.7299568891497896,37440.0,1938.0,TCP_Congestion_8_range50-flw2-rtt,T,T
