,0,1,2,name,label,pred
6,0.29159818375828095,0.07666666666666666,2604.0,Link_Error_4_range10-flw0-rtt,L,L
7,0.39706690582329546,0.11721451559108785,2604.0,Link_Error_4_range10-flw1-rtt,L,L
8,0.14901229933434457,0.13102292655966755,2604.0,Link_Error_4_range10-flw2-rtt,L,L
15,0.2614720567848309,0.12999999999999998,2914.0,Link_Error_5_range10-flw0-rtt,L,L
16,0.1589519424032332,0.19086664271569342,2914.0,Link_Error_5_range10-flw1-rtt,L,L
17,0.26051497101149884,0.09068380729449124,2914.0,Link_Error_5_range10-flw2-rtt,L,L
12,0.16936675995945422,0.16999999999999998,2846.0,Link_Error_9_range10-flw0-rtt,L,L
13,0.2839459183422086,0.07030516425244869,2846.0,Link_Error_9_range10-flw1-rtt,L,L
14,0.21090765819880206,0.030227935764830415,2846.0,Link_Error_9_range10-flw2-rtt,L,L
3,0.5785793939189001,0.21,1932.0,Normal_4_range10-flw0-rtt,N,N
4,0.5878575603675156,0.15071447200215765,1932.0,Normal_4_range10-flw1-rtt,N,N
5,0.5875666988719287,0.1579206460849472,1932.0,Normal_4_range10-flw2-rtt,N,N
18,0.578411078101052,0.21,2102.0,Normal_5_range10-flw0-rtt,N,N
19,0.5996679606862548,0.17076398097448173,2102.0,Normal_5_range10-flw1-rtt,N,N
20,0.593570754899289,0.21829820562569252,2102.0,Normal_5_range10-flw2-rtt,N,N
21,0.5918353318887168,0.15,1847.0,Normal_6_range10-flw0-rtt,N,N
22,0.5929254371935974,0.16407834198366628,1847.0,Normal_6_range10-flw1-rtt,N,N
23,0.5874884076827961,0.1579206460849472,1847.0,Normal_6_range10-flw2-rtt,N,N
9,0.08729392604669617,1.3766666666666667,2297.0,TCP_Congestion_0_range10-flw0-rtt,T,T
10,0.09323486175417765,1.382853414558058,2297.0,TCP_Congestion_0_range10-flw1-rtt,T,T
11,0.11149478607637481,1.3877789364257125,2297.0,TCP_Congestion_0_range10-flw2-rtt,T,T
24,0.10037237285747526,0.37666666666666665,2153.0,TCP_Congestion_5_range10-flw0-rtt,T,T
25,0.060272956751404344,0.59277055027493,2153.0,TCP_Congestion_5_range10-flw1-rtt,T,T
26,0.13653022536979648,1.2870582462409919,2153.0,TCP_Congestion_5_range10-flw2-rtt,T,T
0,0.09288823119902406,0.49,2282.0,TCP_Congestion_7_range10-flw0-rtt,T,T
1,0.05399014377878553,1.5903423431193402,2282.0,TCP_Congestion_7_range10-flw1-rtt,T,T
2,0.06676969366915371,0.2721976969856928,2282.0,TCP_Congestion_7_range10-flw2-rtt,T,T
