,0,1,2,name,label,pred
9,0.37021200687714195,0.08999999999999998,28800.0,Link_Error_0_range10-flw0-rtt,L,L
10,0.15925570557854304,0.3314608251975046,31680.0,Link_Error_0_range10-flw1-rtt,L,T
11,0.4283476971218321,0.06381453105908644,28800.0,Link_Error_0_range10-flw2-rtt,L,L
3,0.3338180001973678,0.056666666666666664,38880.0,Link_Error_1_range10-flw0-rtt,L,L
4,0.4280303726721927,0.01674156676220409,145440.0,Link_Error_1_range10-flw1-rtt,L,L
5,0.24473063734815306,0.04367137451922434,36000.0,Link_Error_1_range10-flw2-rtt,L,L
21,0.16936675995945422,0.16999999999999998,146880.0,Link_Error_9_range10-flw0-rtt,L,L
22,0.2839459183422086,0.07030516425244869,167040.0,Link_Error_9_range10-flw1-rtt,L,L
23,0.21090765819880206,0.030227935764830415,38880.0,Link_Error_9_range10-flw2-rtt,L,L
15,0.5914065024518609,0.15,28800.0,Normal_1_range10-flw0-rtt,N,N
16,0.5854662963974709,0.15739180744833625,31680.0,Normal_1_range10-flw1-rtt,N,N
17,0.5875319115989763,0.1579206460849472,28800.0,Normal_1_range10-flw2-rtt,N,N
24,0.578411078101052,0.21,146880.0,Normal_5_range10-flw0-rtt,N,N
25,0.5996679606862548,0.17076398097448173,167040.0,Normal_5_range10-flw1-rtt,N,N
26,0.593570754899289,0.21829820562569252,38880.0,Normal_5_range10-flw2-rtt,N,N
18,0.47537496521308675,0.17666666666666664,146880.0,Normal_9_range10-flw0-rtt,N,N
19,0.585253673266333,0.15739180744833625,167040.0,Normal_9_range10-flw1-rtt,N,N
20,0.5921110130372428,0.2115813377602866,38880.0,Normal_9_range10-flw2-rtt,N,N
0,0.08020274992693763,0.4766666666666667,38880.0,TCP_Congestion_3_range10-flw0-rtt,T,T
1,0.06073015783324932,0.49207025437655494,145440.0,TCP_Congestion_3_range10-flw1-rtt,T,T
2,0.06652496547882877,0.7493917157198993,36000.0,TCP_Congestion_3_range10-flw2-rtt,T,T
6,0.11718951164775239,1.2033333333333334,38880.0,TCP_Congestion_6_range10-flw0-rtt,T,T
7,0.11619105617375924,1.2090649865061982,145440.0,TCP_Congestion_6_range10-flw1-rtt,T,T
8,0.15313185103551968,1.2131280075535196,36000.0,TCP_Congestion_6_range10-flw2-rtt,T,T
12,0.05355504513532245,1.4633333333333334,28800.0,TCP_Congestion_9_range10-flw0-rtt,T,T
13,0.05930054545820566,1.4629190363360636,31680.0,TCP_Congestion_9_range10-flw1-rtt,T,T
14,0.09150965697429897,0.9105637252983128,28800.0,TCP_Congestion_9_range10-flw2-rtt,T,T
