,amplitude_1,frequency_1,amplitude_2,frequency_2,amplitude_3,frequency_3,amplitude_4,frequency_4,name,label,pred
15,0.14321886591340707,0.016666666666666666,0.10233239669271624,0.10999999999999999,0.10086061199927353,0.18333333333333332,0.07010942238978199,1.3966666666666667,Link_Error_0_range100-flw0-rtt,L,T
16,0.1563471072105518,2.867224084092094,0.06573324616320073,0.03018130614833783,0.05545226596194661,0.1844413153509534,0.04466557363740065,2.920879739466917,Link_Error_0_range100-flw1-rtt,L,L
17,0.16437902124210296,4.995983114725573,0.16001802903668066,0.11147223988231503,0.1536198212202101,0.08444866657751138,0.09880314451506389,0.1722752798181232,Link_Error_0_range100-flw2-rtt,L,L
0,0.12406704428813432,0.056666666666666664,0.0993491997684664,0.13666666666666666,0.09333234085332383,0.16999999999999998,0.08138880763419284,0.21,Link_Error_5_range100-flw0-rtt,L,T
1,0.5202398582788051,0.06375885354601407,0.3967098022890037,0.10402760315402296,0.21350320668579548,0.14429635276203184,0.17374559320869506,0.17785364410203924,Link_Error_5_range100-flw1-rtt,L,L
2,0.21947509487945083,0.11135939005829934,0.13714083791571524,0.15185371371586273,0.13687853192995386,1.440923016814964,0.09378550449746231,0.07086506640073595,Link_Error_5_range100-flw2-rtt,L,L
3,0.46636297121963594,0.056666666666666664,0.4619861173201052,0.06999999999999999,0.40503214042900576,0.02333333333333333,0.37996279151226303,0.09666666666666665,Link_Error_8_range100-flw0-rtt,L,L
4,0.41683130754137154,0.10395086034929568,0.3195672506058094,0.05029880339482049,0.18975358441817838,0.15089641018446148,0.1890483151754568,0.16430942442308027,Link_Error_8_range100-flw1-rtt,L,L
5,0.5878534971586465,0.06384026118327654,0.3148234884634166,0.11760048112708837,0.07264758695662617,0.18480075605685314,0.05971499352487435,0.23856097600066498,Link_Error_8_range100-flw2-rtt,L,N
21,0.7021594909345226,0.06999999999999999,0.1900900964295677,0.12333333333333332,0.04814361300413985,0.18999999999999997,0.02377100063280007,0.33,Normal_1_range100-flw0-rtt,N,N
22,0.757597300428633,0.04366550703395897,0.10160296188159272,0.09740766953729307,0.04028587329020634,0.15114983204062718,0.02659991267515723,0.19817422423104455,Normal_1_range100-flw1-rtt,N,N
23,0.7382183019325571,0.05723947545340651,0.23156587732678302,0.11111192293896557,0.03764829388077014,0.15825031448882976,0.03355252048118121,0.28619737726703254,Normal_1_range100-flw2-rtt,N,N
18,0.572194591931221,0.11666666666666665,0.22491326305685294,0.22999999999999998,0.12078872048783355,0.3433333333333333,0.059734367908415874,0.45666666666666667,Normal_2_range100-flw0-rtt,N,N
19,0.6519036602861192,0.09051356491597677,0.24412129975215285,0.17767477557580627,0.0717053086908581,0.26483598623563576,0.0607127245759464,0.1374465245020388,Normal_2_range100-flw1-rtt,N,N
20,0.5893686831714291,0.1243706550733496,0.15215355645505463,0.25210267920273566,0.07547309334792159,0.3798347033321217,0.04629820076915645,0.07058875017676598,Normal_2_range100-flw2-rtt,N,N
6,0.5822718280148793,0.18333333333333332,0.1465936721760226,0.37666666666666665,0.06022506104430868,0.5633333333333332,0.03944046218472838,0.13666666666666666,Normal_5_range100-flw0-rtt,N,N
7,0.7083118274527103,0.0503562148280723,0.1515712735387417,0.09735534866760645,0.07280955060283822,0.14435448250714059,0.04692881834695035,0.19806777832375105,Normal_5_range100-flw1-rtt,N,N
8,0.7049712537162663,0.07067427260944863,0.17600828685300157,0.1312522205604046,0.05294134618273367,0.1985610516170223,0.020115450838247617,0.40721842789253726,Normal_5_range100-flw2-rtt,N,N
9,0.13003774150734174,0.15,0.1180354227613141,0.4633333333333333,0.10696874489086707,0.10333333333333332,0.09728485451206396,0.18333333333333332,TCP_Congestion_2_range100-flw0-rtt,T,L
10,0.13094347227582695,0.45982747474531854,0.09609910807754109,0.3792737565417591,0.08916197887534628,0.097335742829301,0.07102648914638209,0.16446384133226719,TCP_Congestion_2_range100-flw1-rtt,T,L
11,0.21083390279617126,0.44938834698173047,0.11743822409818888,0.25341448138067507,0.08408660279642431,0.10474465230401236,0.0699058654052643,0.17232184733885905,TCP_Congestion_2_range100-flw2-rtt,T,T
12,0.28426316491206677,0.2033333333333333,0.273010841571884,0.15666666666666665,0.11210159940951075,0.056666666666666664,0.08242244851174824,0.30333333333333334,TCP_Congestion_4_range100-flw0-rtt,T,T
13,0.2663559228841584,0.2054855686306135,0.10572008932184437,0.41433975314041743,0.09442016286252165,0.3132812767647059,0.08702655069197714,0.36044189907337126,TCP_Congestion_4_range100-flw1-rtt,T,T
14,0.22352910094975115,0.20590173093484143,0.12206539932496928,0.313915753720332,0.10169657848348995,0.36117188868898414,0.08549813575200908,0.40842802365763625,TCP_Congestion_4_range100-flw2-rtt,T,T
24,0.3017883227294878,0.2966666666666667,0.08300362871471019,0.06999999999999999,0.05258775020765091,0.24333333333333332,0.04918146763525824,0.15666666666666665,TCP_Congestion_5_range100-flw0-rtt,T,T
25,0.30457718164917175,0.2931485818869961,0.09044858685745275,1.0209657507098828,0.08728184087548375,0.25271429473016904,0.06152394041314699,0.07749905038391851,TCP_Congestion_5_range100-flw1-rtt,T,T
26,0.2255623373433975,0.12439574347351846,0.18556844000268716,0.2857740052770019,0.16392196901407968,0.16474030892438932,0.15923214378346837,0.08405117802264761,TCP_Congestion_5_range100-flw2-rtt,T,L
