,amplitude_1,frequency_1,amplitude_2,frequency_2,amplitude_3,frequency_3,amplitude_4,frequency_4,name,label,pred
15,0.2538743914131486,0.02333333333333333,0.24223743238079432,0.15666666666666665,0.16601159052689607,0.12999999999999998,0.16183687570450225,0.056666666666666664,Link_Error_3_range100-flw0-rtt,L,L
16,0.11176617326577862,2.532725582068142,0.09610631281131594,0.13753874021826995,0.06478731970962162,2.579690029947551,0.05901337125540878,2.4857611341887327,Link_Error_3_range100-flw1-rtt,L,L
17,0.33923195062203254,4.633669241118876,0.1970734426644224,0.023658413339046048,0.1131610771452819,1.125464520271762,0.05578948625348948,3.525103587517861,Link_Error_3_range100-flw2-rtt,L,T
12,0.10075525543649647,0.29,0.09958008905983778,0.06333333333333332,0.09233941665695515,0.21666666666666665,0.09112585170970765,0.1433333333333333,Link_Error_7_range100-flw0-rtt,L,L
13,0.1380864719373661,0.16459737533697114,0.12547236088114075,0.28552605925801117,0.12416509851800277,0.0638234720694378,0.1230320884648358,0.21162519686182005,Link_Error_7_range100-flw1-rtt,L,T
14,0.14058111872541215,1.2657893295174678,0.13297643124606615,0.037129820332512393,0.12042479577666072,0.12489121384572349,0.10099847944180941,4.256427585390738,Link_Error_7_range100-flw2-rtt,L,L
6,0.46636297121963594,0.056666666666666664,0.4619861173201052,0.06999999999999999,0.40503214042900576,0.02333333333333333,0.37996279151226303,0.09666666666666665,Link_Error_8_range100-flw0-rtt,L,L
7,0.41683130754137154,0.10395086034929568,0.3195672506058094,0.05029880339482049,0.18975358441817838,0.15089641018446148,0.1890483151754568,0.16430942442308027,Link_Error_8_range100-flw1-rtt,L,L
8,0.5878534971586465,0.06384026118327654,0.3148234884634166,0.11760048112708837,0.07264758695662617,0.18480075605685314,0.05971499352487435,0.23856097600066498,Link_Error_8_range100-flw2-rtt,L,N
9,0.5913234619057609,0.16999999999999998,0.1359556343947918,0.3433333333333333,0.05906449420270504,0.5099999999999999,0.04673065885374595,0.11666666666666665,Normal_0_range100-flw0-rtt,N,N
10,0.5873707475548264,0.16407834198366628,0.13375698123469723,0.3382022967418427,0.05780452429857979,0.5123262515000193,0.045834095274177526,0.11719881570261878,Normal_0_range100-flw1-rtt,N,N
11,0.6935868040216379,0.07066951592694025,0.12615768392123564,0.13124338672146044,0.11961179095212886,0.14470424689802047,0.05574771477393803,0.19854768760426067,Normal_0_range100-flw2-rtt,N,N
3,0.6577600027612178,0.04333333333333333,0.2213637445159273,0.08999999999999998,0.08093033769873711,0.13666666666666666,0.027492325433688736,0.2833333333333333,Normal_7_range100-flw0-rtt,N,N
4,0.7760470411999851,0.043647914034291746,0.13427112129073682,0.09065335991737516,0.055641753096946245,0.13765880580045858,0.030092065740837465,0.19137931538112535,Normal_7_range100-flw1-rtt,N,N
5,0.592135322310768,0.19817422423104455,0.12365686105022146,0.39298956330563073,0.06478003984614351,0.5945226726931336,0.042444988961248944,0.7960557820806367,Normal_7_range100-flw2-rtt,N,N
18,0.6965826886089571,0.049999999999999996,0.18595830288125717,0.10333333333333332,0.08712999170503162,0.15,0.05859064621912913,0.2033333333333333,Normal_8_range100-flw0-rtt,N,N
19,0.7021730712345211,0.06373746497919827,0.19345692806662457,0.12412032653843873,0.046616320149437306,0.19121239493759482,0.022502027325027412,0.32539653173590694,Normal_8_range100-flw1-rtt,N,N
20,0.5863824474941385,0.043937053343942656,0.22463567763059014,0.09801342669033362,0.06891200308495746,0.14533025336842573,0.034864546409884345,0.2940402800710009,Normal_8_range100-flw2-rtt,N,N
24,0.3694904311485708,0.06333333333333332,0.1347166311775862,0.12999999999999998,0.042511432234834175,0.2233333333333333,0.03933615790450377,0.27,TCP_Congestion_0_range100-flw0-rtt,T,N
25,0.2835015470128425,0.20540253796049354,0.1272450993496714,0.34682723622837436,0.09319554928213297,0.2794821418150978,0.06828089343072641,0.07744685857526806,TCP_Congestion_0_range100-flw1-rtt,T,T
26,0.2040324349654924,0.19844084022811548,0.17962206541982076,0.15135318322483385,0.12894956015901005,0.2858893460913528,0.12155264035973533,0.3397038112379604,TCP_Congestion_0_range100-flw2-rtt,T,T
0,0.3480087637492762,0.21,0.16033582763850587,0.04333333333333333,0.07574902321880395,0.12999999999999998,0.07484853738085556,0.08333333333333331,TCP_Congestion_3_range100-flw0-rtt,T,T
1,0.33307771022951943,0.21165241982715527,0.1389801526016023,0.043674308853222515,0.08178928319079123,0.09742730436488099,0.04808191163475974,0.12430380212071022,TCP_Congestion_3_range100-flw1-rtt,T,T
2,0.28059072254426753,0.21223709929425102,0.13604638756206586,0.06400801407286935,0.08593635755846835,0.11117181391603626,0.05681618484487207,0.25266321344553694,TCP_Congestion_3_range100-flw2-rtt,T,T
21,0.26013705812391713,0.48333333333333334,0.04154635779095421,0.4033333333333333,0.038518134956566134,0.18999999999999997,0.03790466594311357,1.0233333333333334,TCP_Congestion_8_range100-flw0-rtt,T,T
22,0.2554387355949819,0.4864501328394667,0.04720240212846449,0.5334177318722428,0.04651144474028541,0.4059342487832791,0.04624057677268503,1.0366420072234155,TCP_Congestion_8_range100-flw1-rtt,T,L
23,0.20907276647864473,0.48074041285112584,0.09417950193897243,0.1311110216866707,0.07678298195705452,0.05715095817111286,0.06123482454990733,0.2050710852022285,TCP_Congestion_8_range100-flw2-rtt,T,T
