,amplitude_1,frequency_1,amplitude_2,frequency_2,amplitude_3,frequency_3,amplitude_4,frequency_4,name,label,pred
24,0.19880173442030677,0.16426535855121713,0.18189155744943694,0.1106276904528605,0.13465677712463156,0.20449360962498458,0.12492523628068164,0.23801715218645744,Link_Error_2_range100-flw0-rtt,L,L
25,0.1395986058066504,0.27,0.07330259370892016,0.5099999999999999,0.06320310188800703,4.076666666666666,0.05700595220661724,0.11666666666666665,Link_Error_2_range100-flw1-rtt,L,T
26,0.13318078291603877,0.1990836550530823,0.13074873190819397,0.11810047333657425,0.11787195675237996,0.33405562458059573,0.11509402283708801,0.246323844387712,Link_Error_2_range100-flw2-rtt,L,L
15,0.10075525543649647,0.29,0.09958008905983778,0.06333333333333332,0.09233941665695515,0.21666666666666665,0.09112585170970765,0.1433333333333333,Link_Error_7_range100-flw0-rtt,L,L
16,0.1380864719373661,0.16459737533697114,0.12547236088114075,0.28552605925801117,0.12416509851800277,0.0638234720694378,0.1230320884648358,0.21162519686182005,Link_Error_7_range100-flw1-rtt,L,T
17,0.14058111872541215,1.2657893295174678,0.13297643124606615,0.037129820332512393,0.12042479577666072,0.12489121384572349,0.10099847944180941,4.256427585390738,Link_Error_7_range100-flw2-rtt,L,L
9,0.46636297121963594,0.056666666666666664,0.4619861173201052,0.06999999999999999,0.40503214042900576,0.02333333333333333,0.37996279151226303,0.09666666666666665,Link_Error_8_range100-flw0-rtt,L,L
10,0.41683130754137154,0.10395086034929568,0.3195672506058094,0.05029880339482049,0.18975358441817838,0.15089641018446148,0.1890483151754568,0.16430942442308027,Link_Error_8_range100-flw1-rtt,L,L
11,0.5878534971586465,0.06384026118327654,0.3148234884634166,0.11760048112708837,0.07264758695662617,0.18480075605685314,0.05971499352487435,0.23856097600066498,Link_Error_8_range100-flw2-rtt,L,N
0,0.5910948876939286,0.1633333333333333,0.12106639484144165,0.33,0.06152007618549236,0.49666666666666665,0.04441874531303463,0.6633333333333332,Normal_4_range100-flw0-rtt,N,N
1,0.7060268862938665,0.07044194572327324,0.18114752819289218,0.1241119996076719,0.05064227603295775,0.19790832369872005,0.01950421983911164,0.33879221514526653,Normal_4_range100-flw1-rtt,N,N
2,0.5980671775216073,0.151210779997959,0.16257197219584493,0.3057817995514282,0.06954234856513265,0.4603528191048974,0.044974865107317394,0.6149238386583666,Normal_4_range100-flw2-rtt,N,N
3,0.5822718280148793,0.18333333333333332,0.1465936721760226,0.37666666666666665,0.06022506104430868,0.5633333333333332,0.03944046218472838,0.13666666666666666,Normal_5_range100-flw0-rtt,N,N
4,0.7083118274527103,0.0503562148280723,0.1515712735387417,0.09735534866760645,0.07280955060283822,0.14435448250714059,0.04692881834695035,0.19806777832375105,Normal_5_range100-flw1-rtt,N,N
5,0.7049712537162663,0.07067427260944863,0.17600828685300157,0.1312522205604046,0.05294134618273367,0.1985610516170223,0.020115450838247617,0.40721842789253726,Normal_5_range100-flw2-rtt,N,N
18,0.6965826886089571,0.049999999999999996,0.18595830288125717,0.10333333333333332,0.08712999170503162,0.15,0.05859064621912913,0.2033333333333333,Normal_8_range100-flw0-rtt,N,N
19,0.7021730712345211,0.06373746497919827,0.19345692806662457,0.12412032653843873,0.046616320149437306,0.19121239493759482,0.022502027325027412,0.32539653173590694,Normal_8_range100-flw1-rtt,N,N
20,0.5863824474941385,0.043937053343942656,0.22463567763059014,0.09801342669033362,0.06891200308495746,0.14533025336842573,0.034864546409884345,0.2940402800710009,Normal_8_range100-flw2-rtt,N,N
21,0.20008232378626029,0.23666666666666664,0.10930367376002684,0.12333333333333332,0.07453743307458867,0.35,0.05335656657902379,0.16999999999999998,TCP_Congestion_1_range100-flw0-rtt,T,T
22,0.20272788765461064,0.2324344956641366,0.17456029151867586,0.1179015557716635,0.12288712267874208,0.34023020379822894,0.0602699188216943,1.067851233703352,TCP_Congestion_1_range100-flw1-rtt,T,T
23,0.27848643107671545,0.11789361300572697,0.21983379792001423,0.06399938991739464,0.12691089693728574,0.23241883706843317,0.07825027601862697,0.34694406113113935,TCP_Congestion_1_range100-flw2-rtt,T,L
6,0.13003774150734174,0.15,0.1180354227613141,0.4633333333333333,0.10696874489086707,0.10333333333333332,0.09728485451206396,0.18333333333333332,TCP_Congestion_2_range100-flw0-rtt,T,T
7,0.13094347227582695,0.45982747474531854,0.09609910807754109,0.3792737565417591,0.08916197887534628,0.097335742829301,0.07102648914638209,0.16446384133226719,TCP_Congestion_2_range100-flw1-rtt,T,T
8,0.21083390279617126,0.44938834698173047,0.11743822409818888,0.25341448138067507,0.08408660279642431,0.10474465230401236,0.0699058654052643,0.17232184733885905,TCP_Congestion_2_range100-flw2-rtt,T,T
12,0.3480087637492762,0.21,0.16033582763850587,0.04333333333333333,0.07574902321880395,0.12999999999999998,0.07484853738085556,0.08333333333333331,TCP_Congestion_3_range100-flw0-rtt,T,T
13,0.33307771022951943,0.21165241982715527,0.1389801526016023,0.043674308853222515,0.08178928319079123,0.09742730436488099,0.04808191163475974,0.12430380212071022,TCP_Congestion_3_range100-flw1-rtt,T,T
14,0.28059072254426753,0.21223709929425102,0.13604638756206586,0.06400801407286935,0.08593635755846835,0.11117181391603626,0.05681618484487207,0.25266321344553694,TCP_Congestion_3_range100-flw2-rtt,T,T
