,amplitude_1,frequency_1,amplitude_2,frequency_2,amplitude_3,frequency_3,amplitude_4,frequency_4,name,label,pred
24,0.14321886591340707,0.016666666666666666,0.10233239669271624,0.10999999999999999,0.10086061199927353,0.18333333333333332,0.07010942238978199,1.3966666666666667,Link_Error_0_range100-flw0-rtt,L,T
25,0.1563471072105518,2.867224084092094,0.06573324616320073,0.03018130614833783,0.05545226596194661,0.1844413153509534,0.04466557363740065,2.920879739466917,Link_Error_0_range100-flw1-rtt,L,L
26,0.16437902124210296,4.995983114725573,0.16001802903668066,0.11147223988231503,0.1536198212202101,0.08444866657751138,0.09880314451506389,0.1722752798181232,Link_Error_0_range100-flw2-rtt,L,L
0,0.08546828916763076,0.08999999999999998,0.07422081278496431,0.049999999999999996,0.06606386629805683,0.33,0.05519840130039218,0.1633333333333333,Link_Error_6_range100-flw0-rtt,L,L
1,0.14377016122084316,1.8707733578900603,0.09003671362851552,1.763296252948441,0.05423100119728338,0.04366257388253282,0.0478757858048335,1.9177945913020187,Link_Error_6_range100-flw1-rtt,L,T
2,0.14973104285609642,0.12474804687546096,0.142087340066054,0.15846373522018015,0.13919476883359502,0.21240883657173085,0.08428633879458351,0.28658335093011306,Link_Error_6_range100-flw2-rtt,L,T
9,0.26835606543167206,0.10333333333333332,0.226671933517612,0.1433333333333333,0.2092550268633038,0.18333333333333332,0.17107450486722714,0.06333333333333332,Link_Error_9_range100-flw0-rtt,L,L
10,0.5543823633143998,0.06378882166703492,0.49327179140197497,0.016786532017640767,0.4227038502423348,0.09736188570231646,0.0594594991117721,0.2450833674575552,Link_Error_9_range100-flw1-rtt,L,L
11,0.2612803663129507,0.1250769772734794,0.23563486815717824,0.09127238882118767,0.18480349260156165,0.17240340110668784,0.18040176054509735,0.04394596498797925,Link_Error_9_range100-flw2-rtt,L,L
12,0.7021594909345226,0.06999999999999999,0.1900900964295677,0.12333333333333332,0.04814361300413985,0.18999999999999997,0.02377100063280007,0.33,Normal_1_range100-flw0-rtt,N,N
13,0.757597300428633,0.04366550703395897,0.10160296188159272,0.09740766953729307,0.04028587329020634,0.15114983204062718,0.02659991267515723,0.19817422423104455,Normal_1_range100-flw1-rtt,N,N
14,0.7382183019325571,0.05723947545340651,0.23156587732678302,0.11111192293896557,0.03764829388077014,0.15825031448882976,0.03355252048118121,0.28619737726703254,Normal_1_range100-flw2-rtt,N,N
21,0.6577600027612178,0.04333333333333333,0.2213637445159273,0.08999999999999998,0.08093033769873711,0.13666666666666666,0.027492325433688736,0.2833333333333333,Normal_7_range100-flw0-rtt,N,N
22,0.7760470411999851,0.043647914034291746,0.13427112129073682,0.09065335991737516,0.055641753096946245,0.13765880580045858,0.030092065740837465,0.19137931538112535,Normal_7_range100-flw1-rtt,N,N
23,0.592135322310768,0.19817422423104455,0.12365686105022146,0.39298956330563073,0.06478003984614351,0.5945226726931336,0.042444988961248944,0.7960557820806367,Normal_7_range100-flw2-rtt,N,N
3,0.6965826886089571,0.049999999999999996,0.18595830288125717,0.10333333333333332,0.08712999170503162,0.15,0.05859064621912913,0.2033333333333333,Normal_8_range100-flw0-rtt,N,N
4,0.7021730712345211,0.06373746497919827,0.19345692806662457,0.12412032653843873,0.046616320149437306,0.19121239493759482,0.022502027325027412,0.32539653173590694,Normal_8_range100-flw1-rtt,N,N
5,0.5863824474941385,0.043937053343942656,0.22463567763059014,0.09801342669033362,0.06891200308495746,0.14533025336842573,0.034864546409884345,0.2940402800710009,Normal_8_range100-flw2-rtt,N,N
6,0.3694904311485708,0.06333333333333332,0.1347166311775862,0.12999999999999998,0.042511432234834175,0.2233333333333333,0.03933615790450377,0.27,TCP_Congestion_0_range100-flw0-rtt,T,T
7,0.2835015470128425,0.20540253796049354,0.1272450993496714,0.34682723622837436,0.09319554928213297,0.2794821418150978,0.06828089343072641,0.07744685857526806,TCP_Congestion_0_range100-flw1-rtt,T,T
8,0.2040324349654924,0.19844084022811548,0.17962206541982076,0.15135318322483385,0.12894956015901005,0.2858893460913528,0.12155264035973533,0.3397038112379604,TCP_Congestion_0_range100-flw2-rtt,T,T
18,0.13003774150734174,0.15,0.1180354227613141,0.4633333333333333,0.10696874489086707,0.10333333333333332,0.09728485451206396,0.18333333333333332,TCP_Congestion_2_range100-flw0-rtt,T,L
19,0.13094347227582695,0.45982747474531854,0.09609910807754109,0.3792737565417591,0.08916197887534628,0.097335742829301,0.07102648914638209,0.16446384133226719,TCP_Congestion_2_range100-flw1-rtt,T,T
20,0.21083390279617126,0.44938834698173047,0.11743822409818888,0.25341448138067507,0.08408660279642431,0.10474465230401236,0.0699058654052643,0.17232184733885905,TCP_Congestion_2_range100-flw2-rtt,T,T
15,0.32627116386908606,0.1633333333333333,0.09640398989508471,0.12333333333333332,0.08393320376668324,0.24333333333333332,0.07357819003030944,0.2033333333333333,TCP_Congestion_7_range100-flw0-rtt,T,T
16,0.41597018816862164,0.16482897496930735,0.13068195459184972,0.1177349821209338,0.08472975106747362,0.08409641580066701,0.0585938569046304,0.24556153413794765,TCP_Congestion_7_range100-flw1-rtt,T,T
17,0.3978678030811263,0.165173459267871,0.07017222712460998,0.36068490085024885,0.06250026845025451,0.09101394694352075,0.05222517731431333,0.24607474543988944,TCP_Congestion_7_range100-flw2-rtt,T,T
