,amplitude_1,frequency_1,amplitude_2,frequency_2,amplitude_3,frequency_3,amplitude_4,frequency_4,name,label,pred
18,0.2538743914131486,0.02333333333333333,0.24223743238079432,0.15666666666666665,0.16601159052689607,0.12999999999999998,0.16183687570450225,0.056666666666666664,Link_Error_3_range100-flw0-rtt,L,L
19,0.11176617326577862,2.532725582068142,0.09610631281131594,0.13753874021826995,0.06478731970962162,2.579690029947551,0.05901337125540878,2.4857611341887327,Link_Error_3_range100-flw1-rtt,L,L
20,0.33923195062203254,4.633669241118876,0.1970734426644224,0.023658413339046048,0.1131610771452819,1.125464520271762,0.05578948625348948,3.525103587517861,Link_Error_3_range100-flw2-rtt,L,L
9,0.46636297121963594,0.056666666666666664,0.4619861173201052,0.06999999999999999,0.40503214042900576,0.02333333333333333,0.37996279151226303,0.09666666666666665,Link_Error_8_range100-flw0-rtt,L,L
10,0.41683130754137154,0.10395086034929568,0.3195672506058094,0.05029880339482049,0.18975358441817838,0.15089641018446148,0.1890483151754568,0.16430942442308027,Link_Error_8_range100-flw1-rtt,L,L
11,0.5878534971586465,0.06384026118327654,0.3148234884634166,0.11760048112708837,0.07264758695662617,0.18480075605685314,0.05971499352487435,0.23856097600066498,Link_Error_8_range100-flw2-rtt,L,N
21,0.26835606543167206,0.10333333333333332,0.226671933517612,0.1433333333333333,0.2092550268633038,0.18333333333333332,0.17107450486722714,0.06333333333333332,Link_Error_9_range100-flw0-rtt,L,L
22,0.5543823633143998,0.06378882166703492,0.49327179140197497,0.016786532017640767,0.4227038502423348,0.09736188570231646,0.0594594991117721,0.2450833674575552,Link_Error_9_range100-flw1-rtt,L,N
23,0.2612803663129507,0.1250769772734794,0.23563486815717824,0.09127238882118767,0.18480349260156165,0.17240340110668784,0.18040176054509735,0.04394596498797925,Link_Error_9_range100-flw2-rtt,L,L
0,0.5822718280148793,0.18333333333333332,0.1465936721760226,0.37666666666666665,0.06022506104430868,0.5633333333333332,0.03944046218472838,0.13666666666666666,Normal_5_range100-flw0-rtt,N,N
1,0.7083118274527103,0.0503562148280723,0.1515712735387417,0.09735534866760645,0.07280955060283822,0.14435448250714059,0.04692881834695035,0.19806777832375105,Normal_5_range100-flw1-rtt,N,N
2,0.7049712537162663,0.07067427260944863,0.17600828685300157,0.1312522205604046,0.05294134618273367,0.1985610516170223,0.020115450838247617,0.40721842789253726,Normal_5_range100-flw2-rtt,N,N
3,0.6577600027612178,0.04333333333333333,0.2213637445159273,0.08999999999999998,0.08093033769873711,0.13666666666666666,0.027492325433688736,0.2833333333333333,Normal_7_range100-flw0-rtt,N,N
4,0.7760470411999851,0.043647914034291746,0.13427112129073682,0.09065335991737516,0.055641753096946245,0.13765880580045858,0.030092065740837465,0.19137931538112535,Normal_7_range100-flw1-rtt,N,N
5,0.592135322310768,0.19817422423104455,0.12365686105022146,0.39298956330563073,0.06478003984614351,0.5945226726931336,0.042444988961248944,0.7960557820806367,Normal_7_range100-flw2-rtt,N,N
24,0.7297765628848887,0.03666666666666667,0.061363322124792716,0.10999999999999999,0.02016364937956668,0.2033333333333333,0.017463305081341484,0.17666666666666664,Normal_9_range100-flw0-rtt,N,N
25,0.7600128356048388,0.0369626351106122,0.07890803327826038,0.084005988887755,0.025907393112069636,0.1579312591089794,0.0075951054161790136,0.2587384457742854,Normal_9_range100-flw1-rtt,N,N
26,0.7534007711551179,0.03707725649739314,0.09934648473607088,0.09100781140269226,0.03511728317828762,0.15842100503431616,0.02332708387784637,0.1988689212132905,Normal_9_range100-flw2-rtt,N,N
15,0.3694904311485708,0.06333333333333332,0.1347166311775862,0.12999999999999998,0.042511432234834175,0.2233333333333333,0.03933615790450377,0.27,TCP_Congestion_0_range100-flw0-rtt,T,N
16,0.2835015470128425,0.20540253796049354,0.1272450993496714,0.34682723622837436,0.09319554928213297,0.2794821418150978,0.06828089343072641,0.07744685857526806,TCP_Congestion_0_range100-flw1-rtt,T,T
17,0.2040324349654924,0.19844084022811548,0.17962206541982076,0.15135318322483385,0.12894956015901005,0.2858893460913528,0.12155264035973533,0.3397038112379604,TCP_Congestion_0_range100-flw2-rtt,T,L
6,0.20008232378626029,0.23666666666666664,0.10930367376002684,0.12333333333333332,0.07453743307458867,0.35,0.05335656657902379,0.16999999999999998,TCP_Congestion_1_range100-flw0-rtt,T,T
7,0.20272788765461064,0.2324344956641366,0.17456029151867586,0.1179015557716635,0.12288712267874208,0.34023020379822894,0.0602699188216943,1.067851233703352,TCP_Congestion_1_range100-flw1-rtt,T,T
8,0.27848643107671545,0.11789361300572697,0.21983379792001423,0.06399938991739464,0.12691089693728574,0.23241883706843317,0.07825027601862697,0.34694406113113935,TCP_Congestion_1_range100-flw2-rtt,T,L
12,0.1679491707032011,0.04333333333333333,0.16139226179604305,0.23666666666666664,0.13342429309185594,0.27666666666666667,0.052938467247115074,0.19666666666666666,TCP_Congestion_9_range100-flw0-rtt,T,L
13,0.18102470739192095,0.03698251832996495,0.1711016948375906,0.2319812513425074,0.1203919666560024,0.070602989539024,0.11558734771984482,0.2790499110351901,TCP_Congestion_9_range100-flw1-rtt,T,L
14,0.21950283411362495,0.043839263273761725,0.14127346189229217,0.23268532045304302,0.13572926261012047,0.27989683474786337,0.06282763795209234,0.1315177898212852,TCP_Congestion_9_range100-flw2-rtt,T,L
