,0,1,2,name,label,pred
30,0.17314495642375546,0.08333333333333331,31680.0,Link_Error_3_range50-flw0-rtt,L,L
31,0.162754411139824,2.4592542997444493,95040.0,Link_Error_3_range50-flw1-rtt,L,T
32,0.13852215553108882,0.13813186357436816,149760.0,Link_Error_3_range50-flw2-rtt,L,L
9,0.24987401214091975,0.08999999999999998,303840.0,Link_Error_4_range50-flw0-rtt,L,L
10,0.2517213984289615,0.31804717161822027,152640.0,Link_Error_4_range50-flw1-rtt,L,T
11,0.25133606070635595,0.06387962765035735,116640.0,Link_Error_4_range50-flw2-rtt,L,L
12,0.11586214001659301,0.056666666666666664,303840.0,Link_Error_5_range50-flw0-rtt,L,L
13,0.2638779780433013,0.09048323173127633,152640.0,Link_Error_5_range50-flw1-rtt,L,L
14,0.12838702363461837,0.05713559180020907,116640.0,Link_Error_5_range50-flw2-rtt,L,L
24,0.6812009266516337,0.07666666666666666,144000.0,Normal_0_range50-flw0-rtt,N,N
25,0.6508112669729457,0.08382009618993069,116640.0,Normal_0_range50-flw1-rtt,N,N
26,0.655077832391928,0.08410207394705128,211680.0,Normal_0_range50-flw2-rtt,N,N
15,0.5878082536086505,0.16999999999999998,303840.0,Normal_1_range50-flw0-rtt,N,N
16,0.7392981497350808,0.043644983245866,152640.0,Normal_1_range50-flw1-rtt,N,N
17,0.5975677650490292,0.14450001198005913,116640.0,Normal_1_range50-flw2-rtt,N,N
0,0.7105115647868145,0.056666666666666664,214560.0,Normal_2_range50-flw0-rtt,N,N
1,0.5970483937936988,0.11058320476360277,151200.0,Normal_2_range50-flw1-rtt,N,N
2,0.6170457180726924,0.10424448924117848,149760.0,Normal_2_range50-flw2-rtt,N,N
6,0.20461595921209152,0.6099999999999999,214560.0,TCP_Congestion_2_range50-flw0-rtt,T,T
7,0.3135834906458596,0.6136454014168099,151200.0,TCP_Congestion_2_range50-flw1-rtt,T,T
8,0.23393636070312065,0.6153373748557613,149760.0,TCP_Congestion_2_range50-flw2-rtt,T,T
3,0.2923624087160855,0.43666666666666665,214560.0,TCP_Congestion_7_range50-flw0-rtt,T,T
4,0.22641756063889587,0.4389229795043406,151200.0,TCP_Congestion_7_range50-flw1-rtt,T,T
5,0.39390930473435953,0.44116978964923403,149760.0,TCP_Congestion_7_range50-flw2-rtt,T,T
27,0.20554944733340805,0.7299999999999999,31680.0,TCP_Congestion_8_range50-flw0-rtt,T,T
28,0.12395107584230242,0.7270221711274166,95040.0,TCP_Congestion_8_range50-flw1-rtt,T,T
29,0.19493368098599437,0.7299568891497896,149760.0,TCP_Congestion_8_range50-flw2-rtt,T,T
21,0.09943152482708972,0.39,144000.0,UDP_Congestion_0_range50-flw0-rtt,U,U
22,0.151381113503645,0.3991442481485828,116640.0,UDP_Congestion_0_range50-flw1-rtt,U,U
23,0.19214895991732084,0.400652531667795,211680.0,UDP_Congestion_0_range50-flw2-rtt,U,T
33,0.06527132341443811,0.18999999999999997,31680.0,UDP_Congestion_4_range50-flw0-rtt,U,U
34,0.1335500031126267,0.1575712147295694,95040.0,UDP_Congestion_4_range50-flw1-rtt,U,U
35,0.12856895996448017,0.1043155266056414,149760.0,UDP_Congestion_4_range50-flw2-rtt,U,L
18,0.12153589859792635,0.5366666666666666,144000.0,UDP_Congestion_6_range50-flw0-rtt,U,U
19,0.12617559241369997,0.538934088126703,116640.0,UDP_Congestion_6_range50-flw1-rtt,U,U
20,0.07295587768378077,0.6432374010420514,211680.0,UDP_Congestion_6_range50-flw2-rtt,U,U
