,0,1,2,3,4,name,label,pred
9,0.3338180001973678,0.056666666666666664,0.3154242837287874,0.10333333333333332,144000.0,Link_Error_1_range10-flw0-rtt,L,L
10,0.4280303726721927,0.01674156676220409,0.14420768023109265,0.07031458040125718,178560.0,Link_Error_1_range10-flw1-rtt,L,L
11,0.24473063734815306,0.04367137451922434,0.16343566205575905,0.08398341253696989,34560.0,Link_Error_1_range10-flw2-rtt,L,L
0,0.15042655364290222,0.09666666666666665,0.12923359485759375,0.21666666666666665,30240.0,Link_Error_2_range10-flw0-rtt,L,L
1,0.17633845050435604,0.11052394613491563,0.12297772945791609,0.2243971027587681,30240.0,Link_Error_2_range10-flw1-rtt,L,L
2,0.35025090504820927,0.030226200796279037,0.12314872613654201,0.20486647206366904,30240.0,Link_Error_2_range10-flw2-rtt,L,L
24,0.1406758731397391,0.21666666666666665,0.129692220307867,0.10333333333333332,30240.0,Link_Error_8_range10-flw0-rtt,L,L
25,0.2047134140033716,0.14399676000592465,0.1661429686309951,0.2511571395452174,30240.0,Link_Error_8_range10-flw1-rtt,L,L
26,0.2582696968658807,0.0705271125867622,0.188618239895048,0.1511295269716333,30240.0,Link_Error_8_range10-flw2-rtt,L,L
21,0.5914766441223195,0.16999999999999998,0.13594174671255413,0.3433333333333333,30240.0,Normal_0_range10-flw0-rtt,N,N
22,0.57646122693951,0.2041924184827881,0.14960477883386722,0.4184270870548937,30240.0,Normal_0_range10-flw1-rtt,N,N
23,0.5934849625421289,0.21829820562569252,0.1492992628596986,0.439954845184088,30240.0,Normal_0_range10-flw2-rtt,N,N
6,0.47514759379101645,0.17666666666666664,0.07482971073828595,0.12333333333333332,30240.0,Normal_3_range10-flw0-rtt,N,N
7,0.4705268370365323,0.17744872460068428,0.07565931286046525,0.12387929830613809,30240.0,Normal_3_range10-flw1-rtt,N,N
8,0.5874374736544345,0.1579206460849472,0.14860399598053747,0.31920130591638274,30240.0,Normal_3_range10-flw2-rtt,N,N
18,0.573019601404037,0.18333333333333332,0.14915221481573446,0.37666666666666665,30240.0,Normal_8_range10-flw0-rtt,N,N
19,0.47084373172932753,0.17744974054169443,0.07554722259333731,0.12388000754797536,30240.0,Normal_8_range10-flw1-rtt,N,N
20,0.6003091705943192,0.17133899712866074,0.14581611644104106,0.34603758243631483,30240.0,Normal_8_range10-flw2-rtt,N,N
3,0.08729392604669617,1.3766666666666667,0.05977856340398436,0.3566666666666667,30240.0,TCP_Congestion_0_range10-flw0-rtt,T,T
4,0.09323486175417765,1.382853414558058,0.05350923703743432,0.37166278212093085,30240.0,TCP_Congestion_0_range10-flw1-rtt,T,T
5,0.11149478607637481,1.3877789364257125,0.10995243865359429,1.078636897318774,30240.0,TCP_Congestion_0_range10-flw2-rtt,T,T
15,0.0757548645395156,0.43666666666666665,0.06403261330372308,0.9033333333333332,144000.0,TCP_Congestion_2_range10-flw0-rtt,T,T
16,0.05922258896383497,0.9878847488778552,0.05660145505408562,0.9075144642233856,178560.0,TCP_Congestion_2_range10-flw1-rtt,T,T
17,0.05317327528832709,1.2462301119225492,0.052248320625119735,0.9103190305418082,34560.0,TCP_Congestion_2_range10-flw2-rtt,T,T
12,0.11718951164775239,1.2033333333333334,0.07531400842587513,0.33,144000.0,TCP_Congestion_6_range10-flw0-rtt,T,T
13,0.11619105617375924,1.2090649865061982,0.04739662445787437,0.3449686803604942,178560.0,TCP_Congestion_6_range10-flw1-rtt,T,T
14,0.15313185103551968,1.2131280075535196,0.06610837472244101,1.0652675301785755,34560.0,TCP_Congestion_6_range10-flw2-rtt,T,T
