,0,1,2,3,4,name,label,pred
0,0.37021200687714195,0.08999999999999998,0.16266894931011394,0.016666666666666666,30240.0,Link_Error_0_range10-flw0-rtt,L,L
1,0.15925570557854304,0.3314608251975046,0.1318992820745858,0.20423343774795738,30240.0,Link_Error_0_range10-flw1-rtt,L,L
2,0.4283476971218321,0.06381453105908644,0.12162709077043678,0.1914435931772593,30240.0,Link_Error_0_range10-flw2-rtt,L,L
21,0.29159818375828095,0.07666666666666666,0.25456184888931094,0.12333333333333332,31680.0,Link_Error_4_range10-flw0-rtt,L,L
22,0.39706690582329546,0.11721451559108785,0.2369196740292765,0.23108004502243032,30240.0,Link_Error_4_range10-flw1-rtt,L,L
23,0.14901229933434457,0.13102292655966755,0.14611742974896064,0.17133767319341142,31680.0,Link_Error_4_range10-flw2-rtt,L,L
6,0.2614720567848309,0.12999999999999998,0.2532479911966734,0.17666666666666664,30240.0,Link_Error_5_range10-flw0-rtt,L,L
7,0.1589519424032332,0.19086664271569342,0.10809383694079762,0.09041051497059163,30240.0,Link_Error_5_range10-flw1-rtt,L,L
8,0.26051497101149884,0.09068380729449124,0.15784068833630072,0.28548606000117616,30240.0,Link_Error_5_range10-flw2-rtt,L,L
12,0.47514759379101645,0.17666666666666664,0.07482971073828595,0.12333333333333332,146880.0,Normal_3_range10-flw0-rtt,N,N
13,0.4705268370365323,0.17744872460068428,0.07565931286046525,0.12387929830613809,167040.0,Normal_3_range10-flw1-rtt,N,N
14,0.5874374736544345,0.1579206460849472,0.14860399598053747,0.31920130591638274,38880.0,Normal_3_range10-flw2-rtt,N,N
15,0.578411078101052,0.21,0.1493401455488387,0.4166666666666667,146880.0,Normal_5_range10-flw0-rtt,N,N
16,0.5996679606862548,0.17076398097448173,0.14468025030765572,0.3448762753014043,167040.0,Normal_5_range10-flw1-rtt,N,N
17,0.593570754899289,0.21829820562569252,0.14934285901719588,0.439954845184088,38880.0,Normal_5_range10-flw2-rtt,N,N
18,0.5918353318887168,0.15,0.15902816750573,0.30333333333333334,31680.0,Normal_6_range10-flw0-rtt,N,N
19,0.5929254371935974,0.16407834198366628,0.12203962569659911,0.33150522155883594,30240.0,Normal_6_range10-flw1-rtt,N,N
20,0.5874884076827961,0.1579206460849472,0.14859595909539483,0.31920130591638274,31680.0,Normal_6_range10-flw2-rtt,N,N
24,0.09000682494573503,0.36333333333333334,0.05100149924197503,0.5099999999999999,31680.0,TCP_Congestion_1_range10-flw0-rtt,T,T
25,0.11865548659099723,0.5121204689430232,0.04203862884202201,1.6099996441934261,30240.0,TCP_Congestion_1_range10-flw1-rtt,T,T
26,0.06407968430340004,1.622450523068979,0.05965739685494195,0.393015965215467,31680.0,TCP_Congestion_1_range10-flw2-rtt,T,T
9,0.0757548645395156,0.43666666666666665,0.06403261330372308,0.9033333333333332,146880.0,TCP_Congestion_2_range10-flw0-rtt,T,T
10,0.05922258896383497,0.9878847488778552,0.05660145505408562,0.9075144642233856,167040.0,TCP_Congestion_2_range10-flw1-rtt,T,T
11,0.05317327528832709,1.2462301119225492,0.052248320625119735,0.9103190305418082,38880.0,TCP_Congestion_2_range10-flw2-rtt,T,T
3,0.11718951164775239,1.2033333333333334,0.07531400842587513,0.33,30240.0,TCP_Congestion_6_range10-flw0-rtt,T,T
4,0.11619105617375924,1.2090649865061982,0.04739662445787437,0.3449686803604942,30240.0,TCP_Congestion_6_range10-flw1-rtt,T,T
5,0.15313185103551968,1.2131280075535196,0.06610837472244101,1.0652675301785755,30240.0,TCP_Congestion_6_range10-flw2-rtt,T,T
