,amplitude_1,frequency_1,name,label,pred
15,0.2946277338416856,0.04333333333333333,Link_Error_0_range50-flw0-rtt,L,L
16,0.22034856734189556,0.09712059863261564,Link_Error_0_range50-flw1-rtt,L,L
17,0.2362133804285677,0.09078137648976861,Link_Error_0_range50-flw2-rtt,L,L
12,0.1482921519118241,0.13666666666666666,Link_Error_1_range50-flw0-rtt,L,L
13,0.26673465397366747,0.06369473086679847,Link_Error_1_range50-flw1-rtt,L,L
14,0.08880607607162505,0.17157977502392613,Link_Error_1_range50-flw2-rtt,L,T
3,0.11586214001659301,0.056666666666666664,Link_Error_5_range50-flw0-rtt,L,L
4,0.2638779780433013,0.09048323173127633,Link_Error_5_range50-flw1-rtt,L,L
5,0.12838702363461837,0.05713559180020907,Link_Error_5_range50-flw2-rtt,L,L
6,0.6812009266516337,0.07666666666666666,Normal_0_range50-flw0-rtt,N,N
7,0.6508112669729457,0.08382009618993069,Normal_0_range50-flw1-rtt,N,N
8,0.655077832391928,0.08410207394705128,Normal_0_range50-flw2-rtt,N,N
21,0.5954197428952538,0.10999999999999999,Normal_7_range50-flw0-rtt,N,N
22,0.5979005320159907,0.15070437718854152,Normal_7_range50-flw1-rtt,N,N
23,0.5964666753230669,0.1914693163870224,Normal_7_range50-flw2-rtt,N,N
0,0.577115556695574,0.12333333333333332,Normal_8_range50-flw0-rtt,N,N
1,0.6519665815744221,0.09051356491597677,Normal_8_range50-flw1-rtt,N,N
2,0.7806672455961404,0.04380381108656264,Normal_8_range50-flw2-rtt,N,N
9,0.12432781482746624,0.36333333333333334,TCP_Congestion_1_range50-flw0-rtt,T,T
10,0.10860771139019025,0.3116018098771273,TCP_Congestion_1_range50-flw1-rtt,T,T
11,0.13136642773835014,0.7513532022791406,TCP_Congestion_1_range50-flw2-rtt,T,T
18,0.23625123462739805,0.5233333333333333,TCP_Congestion_3_range50-flw0-rtt,T,T
19,0.3210381072060153,0.5264608088657877,TCP_Congestion_3_range50-flw1-rtt,T,T
20,0.44482384446306006,0.5285166191377617,TCP_Congestion_3_range50-flw2-rtt,T,T
24,0.11825410963241059,0.3233333333333333,TCP_Congestion_4_range50-flw0-rtt,T,T
25,0.12236840028206376,0.7485787996508737,TCP_Congestion_4_range50-flw1-rtt,T,T
26,0.08140242179888206,0.6624123652818852,TCP_Congestion_4_range50-flw2-rtt,T,T
