,amplitude_1,frequency_1,name,label,pred
6,0.1482921519118241,0.13666666666666666,Link_Error_1_range50-flw0-rtt,L,L
7,0.26673465397366747,0.06369473086679847,Link_Error_1_range50-flw1-rtt,L,L
8,0.08880607607162505,0.17157977502392613,Link_Error_1_range50-flw2-rtt,L,T
15,0.11586214001659301,0.056666666666666664,Link_Error_5_range50-flw0-rtt,L,L
16,0.2638779780433013,0.09048323173127633,Link_Error_5_range50-flw1-rtt,L,L
17,0.12838702363461837,0.05713559180020907,Link_Error_5_range50-flw2-rtt,L,L
18,0.3177258069000951,0.06333333333333332,Link_Error_7_range50-flw0-rtt,L,L
19,0.44097750432933475,0.07715587865902948,Link_Error_7_range50-flw1-rtt,L,L
20,0.1013877915047222,0.05044427449581535,Link_Error_7_range50-flw2-rtt,L,L
3,0.6812009266516337,0.07666666666666666,Normal_0_range50-flw0-rtt,N,N
4,0.6508112669729457,0.08382009618993069,Normal_0_range50-flw1-rtt,N,N
5,0.655077832391928,0.08410207394705128,Normal_0_range50-flw2-rtt,N,N
9,0.6218253058115922,0.08999999999999998,Normal_5_range50-flw0-rtt,N,N
10,0.5861913866514838,0.11726949834085437,Normal_5_range50-flw1-rtt,N,N
11,0.5981044222942331,0.11095501570971719,Normal_5_range50-flw2-rtt,N,N
21,0.6381170019214999,0.08333333333333331,Normal_9_range50-flw0-rtt,N,N
22,0.5959139529922949,0.19751080810944566,Normal_9_range50-flw1-rtt,N,N
23,0.7372335729109982,0.05723947545340651,Normal_9_range50-flw2-rtt,N,N
12,0.12432781482746624,0.36333333333333334,TCP_Congestion_1_range50-flw0-rtt,T,T
13,0.10860771139019025,0.3116018098771273,TCP_Congestion_1_range50-flw1-rtt,T,T
14,0.13136642773835014,0.7513532022791406,TCP_Congestion_1_range50-flw2-rtt,T,T
24,0.23625123462739805,0.5233333333333333,TCP_Congestion_3_range50-flw0-rtt,T,T
25,0.3210381072060153,0.5264608088657877,TCP_Congestion_3_range50-flw1-rtt,T,T
26,0.44482384446306006,0.5285166191377617,TCP_Congestion_3_range50-flw2-rtt,T,T
0,0.19272096153006116,0.43666666666666665,TCP_Congestion_5_range50-flw0-rtt,T,T
1,0.39288837278500877,0.4464917714755744,TCP_Congestion_5_range50-flw1-rtt,T,T
2,0.3343602484407545,0.44799572942176247,TCP_Congestion_5_range50-flw2-rtt,T,T
