,amplitude_1,frequency_1,name,label,pred
12,0.32373749499401605,0.09666666666666665,Link_Error_2_range50-flw0-rtt,L,L
13,0.21693436456718784,2.465798949220745,Link_Error_2_range50-flw1-rtt,L,T
14,0.14890646809206837,0.03027470968824012,Link_Error_2_range50-flw2-rtt,L,L
18,0.11586214001659301,0.056666666666666664,Link_Error_5_range50-flw0-rtt,L,L
19,0.2638779780433013,0.09048323173127633,Link_Error_5_range50-flw1-rtt,L,L
20,0.12838702363461837,0.05713559180020907,Link_Error_5_range50-flw2-rtt,L,L
6,0.08675801734329462,0.056666666666666664,Link_Error_8_range50-flw0-rtt,L,L
7,0.35203690242388946,0.03685365844424693,Link_Error_8_range50-flw1-rtt,L,L
8,0.31695614860491406,0.1381225566835602,Link_Error_8_range50-flw2-rtt,L,L
9,0.6812009266516337,0.07666666666666666,Normal_0_range50-flw0-rtt,N,N
10,0.6508112669729457,0.08382009618993069,Normal_0_range50-flw1-rtt,N,N
11,0.655077832391928,0.08410207394705128,Normal_0_range50-flw2-rtt,N,N
3,0.5878082536086505,0.16999999999999998,Normal_1_range50-flw0-rtt,N,N
4,0.7392981497350808,0.043644983245866,Normal_1_range50-flw1-rtt,N,N
5,0.5975677650490292,0.14450001198005913,Normal_1_range50-flw2-rtt,N,N
15,0.5954197428952538,0.10999999999999999,Normal_7_range50-flw0-rtt,N,N
16,0.5979005320159907,0.15070437718854152,Normal_7_range50-flw1-rtt,N,N
17,0.5964666753230669,0.1914693163870224,Normal_7_range50-flw2-rtt,N,N
0,0.10700017930156976,0.5366666666666666,TCP_Congestion_0_range50-flw0-rtt,T,T
1,0.19342868142914169,0.5462140114080984,TCP_Congestion_0_range50-flw1-rtt,T,T
2,0.24999286885854316,0.548714706493345,TCP_Congestion_0_range50-flw2-rtt,T,T
24,0.14502338856532113,0.1633333333333333,TCP_Congestion_6_range50-flw0-rtt,T,L
25,0.11443819590100436,0.30500288864548986,TCP_Congestion_6_range50-flw1-rtt,T,T
26,0.24592036980802381,0.1578888155695034,TCP_Congestion_6_range50-flw2-rtt,T,L
21,0.2923624087160855,0.43666666666666665,TCP_Congestion_7_range50-flw0-rtt,T,T
22,0.22641756063889587,0.4389229795043406,TCP_Congestion_7_range50-flw1-rtt,T,T
23,0.39390930473435953,0.44116978964923403,TCP_Congestion_7_range50-flw2-rtt,T,T
