,amplitude_1,frequency_1,name,label,pred
21,0.17850810985565316,0.04333333333333333,Link_Error_6_range50-flw0-rtt,L,L
22,0.5025535092208699,0.036831446876849,Link_Error_6_range50-flw1-rtt,L,N
23,0.33031315950732815,0.06391757619975898,Link_Error_6_range50-flw2-rtt,L,L
24,0.3177258069000951,0.06333333333333332,Link_Error_7_range50-flw0-rtt,L,L
25,0.44097750432933475,0.07715587865902948,Link_Error_7_range50-flw1-rtt,L,L
26,0.1013877915047222,0.05044427449581535,Link_Error_7_range50-flw2-rtt,L,L
15,0.08675801734329462,0.056666666666666664,Link_Error_8_range50-flw0-rtt,L,L
16,0.35203690242388946,0.03685365844424693,Link_Error_8_range50-flw1-rtt,L,L
17,0.31695614860491406,0.1381225566835602,Link_Error_8_range50-flw2-rtt,L,L
0,0.6812009266516337,0.07666666666666666,Normal_0_range50-flw0-rtt,N,N
1,0.6508112669729457,0.08382009618993069,Normal_0_range50-flw1-rtt,N,N
2,0.655077832391928,0.08410207394705128,Normal_0_range50-flw2-rtt,N,N
12,0.4752816935092991,0.17666666666666664,Normal_6_range50-flw0-rtt,N,T
13,0.7808238655434471,0.0436567087616966,Normal_6_range50-flw1-rtt,N,N
14,0.585677301901523,0.20487823129496172,Normal_6_range50-flw2-rtt,N,N
9,0.5954197428952538,0.10999999999999999,Normal_7_range50-flw0-rtt,N,N
10,0.5979005320159907,0.15070437718854152,Normal_7_range50-flw1-rtt,N,N
11,0.5964666753230669,0.1914693163870224,Normal_7_range50-flw2-rtt,N,N
3,0.10700017930156976,0.5366666666666666,TCP_Congestion_0_range50-flw0-rtt,T,T
4,0.19342868142914169,0.5462140114080984,TCP_Congestion_0_range50-flw1-rtt,T,T
5,0.24999286885854316,0.548714706493345,TCP_Congestion_0_range50-flw2-rtt,T,T
18,0.20461595921209152,0.6099999999999999,TCP_Congestion_2_range50-flw0-rtt,T,T
19,0.3135834906458596,0.6136454014168099,TCP_Congestion_2_range50-flw1-rtt,T,T
20,0.23393636070312065,0.6153373748557613,TCP_Congestion_2_range50-flw2-rtt,T,T
6,0.11825410963241059,0.3233333333333333,TCP_Congestion_4_range50-flw0-rtt,T,T
7,0.12236840028206376,0.7485787996508737,TCP_Congestion_4_range50-flw1-rtt,T,T
8,0.08140242179888206,0.6624123652818852,TCP_Congestion_4_range50-flw2-rtt,T,T
