,amplitude_1,frequency_1,name,label,pred
21,0.17314495642375546,0.08333333333333331,Link_Error_3_range50-flw0-rtt,L,L
22,0.162754411139824,2.4592542997444493,Link_Error_3_range50-flw1-rtt,L,T
23,0.13852215553108882,0.13813186357436816,Link_Error_3_range50-flw2-rtt,L,L
18,0.17850810985565316,0.04333333333333333,Link_Error_6_range50-flw0-rtt,L,L
19,0.5025535092208699,0.036831446876849,Link_Error_6_range50-flw1-rtt,L,N
20,0.33031315950732815,0.06391757619975898,Link_Error_6_range50-flw2-rtt,L,L
12,0.26498018407602486,0.06333333333333332,Link_Error_9_range50-flw0-rtt,L,L
13,0.328711563590175,0.056917515437955334,Link_Error_9_range50-flw1-rtt,L,L
14,0.17340228615941122,0.13105815040051874,Link_Error_9_range50-flw2-rtt,L,L
15,0.5664369487407124,0.12999999999999998,Normal_3_range50-flw0-rtt,N,N
16,0.7810483224049551,0.04365084521635257,Normal_3_range50-flw1-rtt,N,N
17,0.7306339924948672,0.057243330251285085,Normal_3_range50-flw2-rtt,N,N
9,0.7803203543239953,0.04333333333333333,Normal_4_range50-flw0-rtt,N,N
10,0.6192919954090449,0.10389511848115525,Normal_4_range50-flw1-rtt,N,N
11,0.605740091384786,0.10424448924117848,Normal_4_range50-flw2-rtt,N,N
0,0.577115556695574,0.12333333333333332,Normal_8_range50-flw0-rtt,N,N
1,0.6519665815744221,0.09051356491597677,Normal_8_range50-flw1-rtt,N,N
2,0.7806672455961404,0.04380381108656264,Normal_8_range50-flw2-rtt,N,N
24,0.20461595921209152,0.6099999999999999,TCP_Congestion_2_range50-flw0-rtt,T,T
25,0.3135834906458596,0.6136454014168099,TCP_Congestion_2_range50-flw1-rtt,T,T
26,0.23393636070312065,0.6153373748557613,TCP_Congestion_2_range50-flw2-rtt,T,T
6,0.14502338856532113,0.1633333333333333,TCP_Congestion_6_range50-flw0-rtt,T,L
7,0.11443819590100436,0.30500288864548986,TCP_Congestion_6_range50-flw1-rtt,T,T
8,0.24592036980802381,0.1578888155695034,TCP_Congestion_6_range50-flw2-rtt,T,L
3,0.2749325497799579,0.33666666666666667,TCP_Congestion_9_range50-flw0-rtt,T,T
4,0.19250903686902798,0.3388831545310876,TCP_Congestion_9_range50-flw1-rtt,T,T
5,0.19641316185028582,0.33990959683591954,TCP_Congestion_9_range50-flw2-rtt,T,T
