,amplitude_1,frequency_1,name,label,pred
12,0.32373749499401605,0.09666666666666665,Link_Error_2_range50-flw0-rtt,L,L
13,0.21693436456718784,2.465798949220745,Link_Error_2_range50-flw1-rtt,L,T
14,0.14890646809206837,0.03027470968824012,Link_Error_2_range50-flw2-rtt,L,L
6,0.24987401214091975,0.08999999999999998,Link_Error_4_range50-flw0-rtt,L,L
7,0.2517213984289615,0.31804717161822027,Link_Error_4_range50-flw1-rtt,L,T
8,0.25133606070635595,0.06387962765035735,Link_Error_4_range50-flw2-rtt,L,L
21,0.17850810985565316,0.04333333333333333,Link_Error_6_range50-flw0-rtt,L,L
22,0.5025535092208699,0.036831446876849,Link_Error_6_range50-flw1-rtt,L,N
23,0.33031315950732815,0.06391757619975898,Link_Error_6_range50-flw2-rtt,L,L
9,0.5664369487407124,0.12999999999999998,Normal_3_range50-flw0-rtt,N,N
10,0.7810483224049551,0.04365084521635257,Normal_3_range50-flw1-rtt,N,N
11,0.7306339924948672,0.057243330251285085,Normal_3_range50-flw2-rtt,N,N
0,0.7803203543239953,0.04333333333333333,Normal_4_range50-flw0-rtt,N,N
1,0.6192919954090449,0.10389511848115525,Normal_4_range50-flw1-rtt,N,N
2,0.605740091384786,0.10424448924117848,Normal_4_range50-flw2-rtt,N,N
24,0.6218253058115922,0.08999999999999998,Normal_5_range50-flw0-rtt,N,N
25,0.5861913866514838,0.11726949834085437,Normal_5_range50-flw1-rtt,N,N
26,0.5981044222942331,0.11095501570971719,Normal_5_range50-flw2-rtt,N,N
15,0.20461595921209152,0.6099999999999999,TCP_Congestion_2_range50-flw0-rtt,T,T
16,0.3135834906458596,0.6136454014168099,TCP_Congestion_2_range50-flw1-rtt,T,T
17,0.23393636070312065,0.6153373748557613,TCP_Congestion_2_range50-flw2-rtt,T,T
3,0.2923624087160855,0.43666666666666665,TCP_Congestion_7_range50-flw0-rtt,T,T
4,0.22641756063889587,0.4389229795043406,TCP_Congestion_7_range50-flw1-rtt,T,T
5,0.39390930473435953,0.44116978964923403,TCP_Congestion_7_range50-flw2-rtt,T,T
18,0.2749325497799579,0.33666666666666667,TCP_Congestion_9_range50-flw0-rtt,T,T
19,0.19250903686902798,0.3388831545310876,TCP_Congestion_9_range50-flw1-rtt,T,T
20,0.19641316185028582,0.33990959683591954,TCP_Congestion_9_range50-flw2-rtt,T,T
