,0,1,2,3,4,name,label,pred
6,0.1482921519118241,0.13666666666666666,0.1343581953202899,0.21,31680.0,Link_Error_1_range50-flw0-rtt,L,L
7,0.26673465397366747,0.06369473086679847,0.17278523041974123,0.20449360962498458,95040.0,Link_Error_1_range50-flw1-rtt,L,L
8,0.08880607607162505,0.17157977502392613,0.07713159208654825,0.057193258341308714,149760.0,Link_Error_1_range50-flw2-rtt,L,L
0,0.24987401214091975,0.08999999999999998,0.12300741874675196,0.18999999999999997,31680.0,Link_Error_4_range50-flw0-rtt,L,L
1,0.2517213984289615,0.31804717161822027,0.14552510554403014,0.1640453832557136,95040.0,Link_Error_4_range50-flw1-rtt,L,T
2,0.25133606070635595,0.06387962765035735,0.15975322927807542,0.10422465564005673,149760.0,Link_Error_4_range50-flw2-rtt,L,L
9,0.26498018407602486,0.06333333333333332,0.26246836476153473,0.12999999999999998,31680.0,Link_Error_9_range50-flw0-rtt,L,L
10,0.328711563590175,0.056917515437955334,0.30274484856814143,0.10379076344568325,279360.0,Link_Error_9_range50-flw1-rtt,L,L
11,0.17340228615941122,0.13105815040051874,0.17276844382153006,0.09073256566189758,31680.0,Link_Error_9_range50-flw2-rtt,L,L
15,0.6812009266516337,0.07666666666666666,0.19870498124191766,0.15666666666666665,31680.0,Normal_0_range50-flw0-rtt,N,N
16,0.6508112669729457,0.08382009618993069,0.23856861824174416,0.17099299622745862,279360.0,Normal_0_range50-flw1-rtt,N,N
17,0.655077832391928,0.08410207394705128,0.24465308075797204,0.1715682308519846,31680.0,Normal_0_range50-flw2-rtt,N,N
3,0.5878082536086505,0.16999999999999998,0.1367450783357951,0.3433333333333333,31680.0,Normal_1_range50-flw0-rtt,N,N
4,0.7392981497350808,0.043644983245866,0.12973005059537718,0.09736188570231646,95040.0,Normal_1_range50-flw1-rtt,N,N
5,0.5975677650490292,0.14450001198005913,0.17283564810667018,0.29908142014477357,149760.0,Normal_1_range50-flw2-rtt,N,N
21,0.6218253058115922,0.08999999999999998,0.2149891667577417,0.18333333333333332,211680.0,Normal_5_range50-flw0-rtt,N,N
22,0.5861913866514838,0.11726949834085437,0.22590234922126856,0.23788955377716173,152640.0,Normal_5_range50-flw1-rtt,N,N
23,0.5981044222942331,0.11095501570971719,0.19759987360798945,0.21854775821610964,152640.0,Normal_5_range50-flw2-rtt,N,N
24,0.12432781482746624,0.36333333333333334,0.09723782851016638,0.2966666666666667,211680.0,TCP_Congestion_1_range50-flw0-rtt,T,T
25,0.10860771139019025,0.3116018098771273,0.08291077941224567,0.21778621120444383,152640.0,TCP_Congestion_1_range50-flw1-rtt,T,T
26,0.13136642773835014,0.7513532022791406,0.11022434146534213,0.7041830460822439,152640.0,TCP_Congestion_1_range50-flw2-rtt,T,T
12,0.23625123462739805,0.5233333333333333,0.07954799183871972,0.4033333333333333,31680.0,TCP_Congestion_3_range50-flw0-rtt,T,T
13,0.3210381072060153,0.5264608088657877,0.06891308956978358,0.47951525903062203,279360.0,TCP_Congestion_3_range50-flw1-rtt,T,T
14,0.44482384446306006,0.5285166191377617,0.07246906787932397,0.4813877486414009,31680.0,TCP_Congestion_3_range50-flw2-rtt,T,T
18,0.14502338856532113,0.1633333333333333,0.10767538498974154,0.30333333333333334,211680.0,TCP_Congestion_6_range50-flw0-rtt,T,L
19,0.11443819590100436,0.30500288864548986,0.1041178201942253,0.7876448223262651,152640.0,TCP_Congestion_6_range50-flw1-rtt,T,T
20,0.24592036980802381,0.1578888155695034,0.16670152229609517,0.312418294637528,152640.0,TCP_Congestion_6_range50-flw2-rtt,T,L
