,amplitude_1,frequency_1,amplitude_2,frequency_2,name,label,pred
24,0.1482921519118241,0.13666666666666666,0.1343581953202899,0.21,Link_Error_1_range50-flw0-rtt,L,L
25,0.26673465397366747,0.06369473086679847,0.17278523041974123,0.20449360962498458,Link_Error_1_range50-flw1-rtt,L,L
26,0.08880607607162505,0.17157977502392613,0.07713159208654825,0.057193258341308714,Link_Error_1_range50-flw2-rtt,L,L
15,0.17850810985565316,0.04333333333333333,0.13850207764143205,0.12333333333333332,Link_Error_6_range50-flw0-rtt,L,L
16,0.5025535092208699,0.036831446876849,0.1721997866328367,0.08370783381102045,Link_Error_6_range50-flw1-rtt,L,L
17,0.33031315950732815,0.06391757619975898,0.2862842571418454,0.1042865716943436,Link_Error_6_range50-flw2-rtt,L,L
12,0.08675801734329462,0.056666666666666664,0.07937038125914816,0.2033333333333333,Link_Error_8_range50-flw0-rtt,L,L
13,0.35203690242388946,0.03685365844424693,0.20954724788202397,0.1574656315345096,Link_Error_8_range50-flw1-rtt,L,L
14,0.31695614860491406,0.1381225566835602,0.2563312732949141,0.09769644253227429,Link_Error_8_range50-flw2-rtt,L,L
0,0.6812009266516337,0.07666666666666666,0.19870498124191766,0.15666666666666665,Normal_0_range50-flw0-rtt,N,N
1,0.6508112669729457,0.08382009618993069,0.23856861824174416,0.17099299622745862,Normal_0_range50-flw1-rtt,N,N
2,0.655077832391928,0.08410207394705128,0.24465308075797204,0.1715682308519846,Normal_0_range50-flw2-rtt,N,N
9,0.4752816935092991,0.17666666666666664,0.07477586160025265,0.12333333333333332,Normal_6_range50-flw0-rtt,N,L
10,0.7808238655434471,0.0436567087616966,0.10827448428655576,0.09067162588967755,Normal_6_range50-flw1-rtt,N,N
11,0.585677301901523,0.20487823129496172,0.14675075773247248,0.41983244117820023,Normal_6_range50-flw2-rtt,N,N
21,0.577115556695574,0.12333333333333332,0.20742746590065025,0.24333333333333332,Normal_8_range50-flw0-rtt,N,N
22,0.6519665815744221,0.09051356491597677,0.245397649758686,0.17767477557580627,Normal_8_range50-flw1-rtt,N,N
23,0.7806672455961404,0.04380381108656264,0.12315374966789124,0.09097714610286087,Normal_8_range50-flw2-rtt,N,N
18,0.20461595921209152,0.6099999999999999,0.06827799872321243,0.3833333333333333,TCP_Congestion_2_range50-flw0-rtt,T,T
19,0.3135834906458596,0.6136454014168099,0.09836040583220411,0.11736387458791447,TCP_Congestion_2_range50-flw1-rtt,T,T
20,0.23393636070312065,0.6153373748557613,0.07263661754133414,0.18493746238834358,TCP_Congestion_2_range50-flw2-rtt,T,T
6,0.11825410963241059,0.3233333333333333,0.1177171250504938,0.37,TCP_Congestion_4_range50-flw0-rtt,T,T
7,0.12236840028206376,0.7485787996508737,0.09745876513538224,0.3726109720235291,TCP_Congestion_4_range50-flw1-rtt,T,T
8,0.08140242179888206,0.6624123652818852,0.0760980337204805,0.3194374350344116,TCP_Congestion_4_range50-flw2-rtt,T,T
3,0.20554944733340805,0.7299999999999999,0.09538679872209593,0.30333333333333334,TCP_Congestion_8_range50-flw0-rtt,T,T
4,0.12395107584230242,0.7270221711274166,0.10030571531240476,0.6533148542389228,TCP_Congestion_8_range50-flw1-rtt,T,T
5,0.19493368098599437,0.7299568891497896,0.13555271447270117,0.6559520432452026,TCP_Congestion_8_range50-flw2-rtt,T,T
