,0,1,2,3,4,5,6,7,name,label,pred
21,0.37021200687714195,0.08999999999999998,0.16266894931011394,0.016666666666666666,0.13839558235486699,0.19666666666666666,28800.0,3279.0,Link_Error_0_range10-flw0-rtt,L,L
22,0.15925570557854304,0.3314608251975046,0.1318992820745858,0.20423343774795738,0.08129000562135089,0.15736018974022944,31680.0,3279.0,Link_Error_0_range10-flw1-rtt,L,L
23,0.4283476971218321,0.06381453105908644,0.12162709077043678,0.1914435931772593,0.11714460737912007,0.010075978588276805,28800.0,3279.0,Link_Error_0_range10-flw2-rtt,L,L
6,0.3338180001973678,0.056666666666666664,0.3154242837287874,0.10333333333333332,0.22150939900119834,0.15666666666666665,30240.0,2336.0,Link_Error_1_range10-flw0-rtt,L,L
7,0.4280303726721927,0.01674156676220409,0.14420768023109265,0.07031458040125718,0.09965129312065314,0.331483021891641,30240.0,2336.0,Link_Error_1_range10-flw1-rtt,L,L
8,0.24473063734815306,0.04367137451922434,0.16343566205575905,0.08398341253696989,0.10263777578664582,0.4400730816937223,30240.0,2336.0,Link_Error_1_range10-flw2-rtt,L,L
0,0.29159818375828095,0.07666666666666666,0.25456184888931094,0.12333333333333332,0.19077093268025397,0.2033333333333333,30240.0,2604.0,Link_Error_4_range10-flw0-rtt,L,L
1,0.39706690582329546,0.11721451559108785,0.2369196740292765,0.23108004502243032,0.1569379351407798,0.3583415190927543,30240.0,2604.0,Link_Error_4_range10-flw1-rtt,L,L
2,0.14901229933434457,0.13102292655966755,0.14611742974896064,0.17133767319341142,0.13582660489162268,0.2586862908998564,30240.0,2604.0,Link_Error_4_range10-flw2-rtt,L,L
24,0.5914766441223195,0.16999999999999998,0.13594174671255413,0.3433333333333333,0.05906858456481075,0.5099999999999999,28800.0,2034.0,Normal_0_range10-flw0-rtt,N,N
25,0.57646122693951,0.2041924184827881,0.14960477883386722,0.4184270870548937,0.07280189284450303,0.6326617556269991,31680.0,2034.0,Normal_0_range10-flw1-rtt,N,N
26,0.5934849625421289,0.21829820562569252,0.1492992628596986,0.439954845184088,0.06499862449379143,0.6683283526078894,28800.0,2034.0,Normal_0_range10-flw2-rtt,N,N
12,0.5932059543533714,0.15,0.1702479013968319,0.2966666666666667,0.06460818655386034,0.45,146880.0,1932.0,Normal_2_range10-flw0-rtt,N,N
13,0.5853623927049689,0.15739180744833625,0.14627085038493953,0.3181323767572754,0.07103983438280981,0.48557046978742036,167040.0,1932.0,Normal_2_range10-flw1-rtt,N,N
14,0.5934730268525623,0.21829820562569252,0.14931628379421163,0.439954845184088,0.06500324620379361,0.6683283526078894,38880.0,1932.0,Normal_2_range10-flw2-rtt,N,N
9,0.578411078101052,0.21,0.1493401455488387,0.4166666666666667,0.07581581316980751,0.6299999999999999,146880.0,2102.0,Normal_5_range10-flw0-rtt,N,N
10,0.5996679606862548,0.17076398097448173,0.14468025030765572,0.3448762753014043,0.0669820441557075,0.5256851963332084,167040.0,2102.0,Normal_5_range10-flw1-rtt,N,N
11,0.593570754899289,0.21829820562569252,0.14934285901719588,0.439954845184088,0.0650007822266117,0.6683283526078894,38880.0,2102.0,Normal_5_range10-flw2-rtt,N,N
15,0.0757548645395156,0.43666666666666665,0.06403261330372308,0.9033333333333332,0.04073983000778827,1.5833333333333333,146880.0,2880.0,TCP_Congestion_2_range10-flw0-rtt,T,T
16,0.05922258896383497,0.9878847488778552,0.05660145505408562,0.9075144642233856,0.055888535439992615,0.5324531358358608,167040.0,2880.0,TCP_Congestion_2_range10-flw1-rtt,T,T
17,0.05317327528832709,1.2462301119225492,0.052248320625119735,0.9103190305418082,0.05187136307905633,1.5552683067928308,38880.0,2880.0,TCP_Congestion_2_range10-flw2-rtt,T,T
3,0.11718951164775239,1.2033333333333334,0.07531400842587513,0.33,0.05654936524436616,0.5833333333333333,30240.0,2093.0,TCP_Congestion_6_range10-flw0-rtt,T,T
4,0.11619105617375924,1.2090649865061982,0.04739662445787437,0.3449686803604942,0.04344389802660894,0.49233394187371504,30240.0,2093.0,TCP_Congestion_6_range10-flw1-rtt,T,T
5,0.15313185103551968,1.2131280075535196,0.06610837472244101,1.0652675301785755,0.06472047396767876,0.5746395825253514,30240.0,2093.0,TCP_Congestion_6_range10-flw2-rtt,T,T
18,0.03868874171016264,0.36333333333333334,0.036956790128555295,1.15,0.035843934344662716,1.47,28800.0,2258.0,TCP_Congestion_8_range10-flw0-rtt,T,T
19,0.07875636434042621,0.3314386314758295,0.0647047834110999,0.41178739062148517,0.04333059499664158,0.25778560225897856,31680.0,2258.0,TCP_Congestion_8_range10-flw1-rtt,T,T
20,0.09184164888003142,1.4483605851954764,0.08824380385474799,0.3326860740936245,0.08633284483146193,0.28563955856523315,28800.0,2258.0,TCP_Congestion_8_range10-flw2-rtt,T,T
