,0,1,2,name,label,pred
6,0.17314495642375546,0.08333333333333331,2054.0,Link_Error_3_range50-flw0-rtt,L,L
7,0.162754411139824,2.4592542997444493,2054.0,Link_Error_3_range50-flw1-rtt,L,T
8,0.13852215553108882,0.13813186357436816,2054.0,Link_Error_3_range50-flw2-rtt,L,L
15,0.24987401214091975,0.08999999999999998,3136.0,Link_Error_4_range50-flw0-rtt,L,L
16,0.2517213984289615,0.31804717161822027,3136.0,Link_Error_4_range50-flw1-rtt,L,T
17,0.25133606070635595,0.06387962765035735,3136.0,Link_Error_4_range50-flw2-rtt,L,L
12,0.26498018407602486,0.06333333333333332,3165.0,Link_Error_9_range50-flw0-rtt,L,L
13,0.328711563590175,0.056917515437955334,3165.0,Link_Error_9_range50-flw1-rtt,L,L
14,0.17340228615941122,0.13105815040051874,3165.0,Link_Error_9_range50-flw2-rtt,L,L
9,0.5954197428952538,0.10999999999999999,1872.0,Normal_7_range50-flw0-rtt,N,N
10,0.5979005320159907,0.15070437718854152,1872.0,Normal_7_range50-flw1-rtt,N,N
11,0.5964666753230669,0.1914693163870224,1872.0,Normal_7_range50-flw2-rtt,N,N
18,0.577115556695574,0.12333333333333332,1756.0,Normal_8_range50-flw0-rtt,N,N
19,0.6519665815744221,0.09051356491597677,1756.0,Normal_8_range50-flw1-rtt,N,N
20,0.7806672455961404,0.04380381108656264,1756.0,Normal_8_range50-flw2-rtt,N,N
24,0.6381170019214999,0.08333333333333331,1866.0,Normal_9_range50-flw0-rtt,N,N
25,0.5959139529922949,0.19751080810944566,1866.0,Normal_9_range50-flw1-rtt,N,N
26,0.7372335729109982,0.05723947545340651,1866.0,Normal_9_range50-flw2-rtt,N,N
21,0.10700017930156976,0.5366666666666666,2246.0,TCP_Congestion_0_range50-flw0-rtt,T,T
22,0.19342868142914169,0.5462140114080984,2246.0,TCP_Congestion_0_range50-flw1-rtt,T,T
23,0.24999286885854316,0.548714706493345,2246.0,TCP_Congestion_0_range50-flw2-rtt,T,T
0,0.12432781482746624,0.36333333333333334,1995.0,TCP_Congestion_1_range50-flw0-rtt,T,T
1,0.10860771139019025,0.3116018098771273,1995.0,TCP_Congestion_1_range50-flw1-rtt,T,T
2,0.13136642773835014,0.7513532022791406,1995.0,TCP_Congestion_1_range50-flw2-rtt,T,T
3,0.2923624087160855,0.43666666666666665,1941.0,TCP_Congestion_7_range50-flw0-rtt,T,T
4,0.22641756063889587,0.4389229795043406,1941.0,TCP_Congestion_7_range50-flw1-rtt,T,T
5,0.39390930473435953,0.44116978964923403,1941.0,TCP_Congestion_7_range50-flw2-rtt,T,T
