,0,1,2,name,label,pred
6,0.2946277338416856,0.04333333333333333,2082.0,Link_Error_0_range50-flw0-rtt,L,L
7,0.22034856734189556,0.09712059863261564,2082.0,Link_Error_0_range50-flw1-rtt,L,L
8,0.2362133804285677,0.09078137648976861,2082.0,Link_Error_0_range50-flw2-rtt,L,L
12,0.24987401214091975,0.08999999999999998,3136.0,Link_Error_4_range50-flw0-rtt,L,L
13,0.2517213984289615,0.31804717161822027,3136.0,Link_Error_4_range50-flw1-rtt,L,T
14,0.25133606070635595,0.06387962765035735,3136.0,Link_Error_4_range50-flw2-rtt,L,L
21,0.26498018407602486,0.06333333333333332,3165.0,Link_Error_9_range50-flw0-rtt,L,L
22,0.328711563590175,0.056917515437955334,3165.0,Link_Error_9_range50-flw1-rtt,L,L
23,0.17340228615941122,0.13105815040051874,3165.0,Link_Error_9_range50-flw2-rtt,L,L
15,0.7105115647868145,0.056666666666666664,1734.0,Normal_2_range50-flw0-rtt,N,N
16,0.5970483937936988,0.11058320476360277,1734.0,Normal_2_range50-flw1-rtt,N,N
17,0.6170457180726924,0.10424448924117848,1734.0,Normal_2_range50-flw2-rtt,N,N
18,0.7803203543239953,0.04333333333333333,1669.0,Normal_4_range50-flw0-rtt,N,N
19,0.6192919954090449,0.10389511848115525,1669.0,Normal_4_range50-flw1-rtt,N,N
20,0.605740091384786,0.10424448924117848,1669.0,Normal_4_range50-flw2-rtt,N,N
9,0.6381170019214999,0.08333333333333331,1866.0,Normal_9_range50-flw0-rtt,N,N
10,0.5959139529922949,0.19751080810944566,1866.0,Normal_9_range50-flw1-rtt,N,N
11,0.7372335729109982,0.05723947545340651,1866.0,Normal_9_range50-flw2-rtt,N,N
24,0.19272096153006116,0.43666666666666665,1548.0,TCP_Congestion_5_range50-flw0-rtt,T,T
25,0.39288837278500877,0.4464917714755744,1548.0,TCP_Congestion_5_range50-flw1-rtt,T,T
26,0.3343602484407545,0.44799572942176247,1548.0,TCP_Congestion_5_range50-flw2-rtt,T,T
0,0.14502338856532113,0.1633333333333333,2715.0,TCP_Congestion_6_range50-flw0-rtt,T,L
1,0.11443819590100436,0.30500288864548986,2715.0,TCP_Congestion_6_range50-flw1-rtt,T,T
2,0.24592036980802381,0.1578888155695034,2715.0,TCP_Congestion_6_range50-flw2-rtt,T,L
3,0.20554944733340805,0.7299999999999999,1938.0,TCP_Congestion_8_range50-flw0-rtt,T,T
4,0.12395107584230242,0.7270221711274166,1938.0,TCP_Congestion_8_range50-flw1-rtt,T,T
5,0.19493368098599437,0.7299568891497896,1938.0,TCP_Congestion_8_range50-flw2-rtt,T,T
