,0,1,2,3,4,5,6,7,8,9,10,11,name,label,pred
24,0.2614720567848309,0.12999999999999998,0.2532479911966734,0.17666666666666664,0.10776653831974621,0.22999999999999998,0.0869156199611527,0.41,0.06775229714377023,0.30333333333333334,0.06744453884824334,0.08999999999999998,Link_Error_5_range10-flw0-rtt,L,L
25,0.1589519424032332,0.19086664271569342,0.10809383694079762,0.09041051497059163,0.10437783437063425,0.49223502595099883,0.08576620404514265,0.3047169208268088,0.08291451776867305,0.4051730485719106,0.061804712191068416,0.5725999281470804,Link_Error_5_range10-flw1-rtt,L,L
26,0.26051497101149884,0.09068380729449124,0.15784068833630072,0.28548606000117616,0.12457067768164926,0.13770504070644968,0.09488579570274866,0.1847262741184081,0.0818648492734875,0.48700563176671224,0.0344912238569446,0.43326707929590264,Link_Error_5_range10-flw2-rtt,L,L
3,0.1406758731397391,0.21666666666666665,0.129692220307867,0.10333333333333332,0.10128893802662296,0.43666666666666665,0.09713114557560633,0.31666666666666665,0.06543482112144694,0.6299999999999999,0.060574583299052485,0.5166666666666666,Link_Error_8_range10-flw0-rtt,L,L
4,0.2047134140033716,0.14399676000592465,0.1661429686309951,0.2511571395452174,0.1532416347286048,0.10381161767868986,0.1162036450854854,0.39850266141174495,0.08809075962175847,0.21766952093918843,0.06438309874578375,0.3516199953633044,Link_Error_8_range10-flw1-rtt,L,L
5,0.2582696968658807,0.0705271125867622,0.188618239895048,0.1511295269716333,0.11031180160555701,0.36606929866462284,0.10553864040964216,0.21829820562569252,0.10522647613976567,0.2989006200105636,0.0829643927727909,0.10411145191379181,Link_Error_8_range10-flw2-rtt,L,L
0,0.16936675995945422,0.16999999999999998,0.13010550975131607,0.06333333333333332,0.10381889367893384,0.21666666666666665,0.10006097612098978,0.10999999999999999,0.08632891505776837,0.35,0.05928183316392257,0.2833333333333333,Link_Error_9_range10-flw0-rtt,L,L
1,0.2839459183422086,0.07030516425244869,0.2550339217069111,0.11047954382527651,0.11473341942457414,0.15065392339810435,0.11080213261043098,0.31135144168941564,0.08849498461169181,0.19082830297093217,0.07897194496497528,0.23100268254376,Link_Error_9_range10-flw1-rtt,L,L
2,0.21090765819880206,0.030227935764830415,0.1099989100323612,0.12427040258874726,0.09654008862643479,0.21159555035381292,0.09349577149905608,0.31907265529543216,0.08386384466978404,0.3660938887073906,0.05182966953460059,0.07724916917678884,Link_Error_9_range10-flw2-rtt,L,L
33,0.5914065024518609,0.15,0.1593039428911567,0.30333333333333334,0.06930456293856016,0.45666666666666667,0.04614779780460426,0.6099999999999999,0.045873708648272275,0.10333333333333332,0.030197291396355443,0.7633333333333332,Normal_1_range10-flw0-rtt,N,N
