,0,1,2,3,name,label,pred
0,0.2946277338416856,0.04333333333333333,28800.0,2082.0,Link_Error_0_range50-flw0-rtt,L,L
1,0.22034856734189556,0.09712059863261564,31680.0,2082.0,Link_Error_0_range50-flw1-rtt,L,L
2,0.2362133804285677,0.09078137648976861,51840.0,2082.0,Link_Error_0_range50-flw2-rtt,L,L
9,0.1482921519118241,0.13666666666666666,16797376.0,2651.0,Link_Error_1_range50-flw0-rtt,L,L
10,0.26673465397366747,0.06369473086679847,220320.0,2651.0,Link_Error_1_range50-flw1-rtt,L,L
11,0.08880607607162505,0.17157977502392613,47520.0,2651.0,Link_Error_1_range50-flw2-rtt,L,L
27,0.26498018407602486,0.06333333333333332,211680.0,3165.0,Link_Error_9_range50-flw0-rtt,L,L
28,0.328711563590175,0.056917515437955334,152640.0,3165.0,Link_Error_9_range50-flw1-rtt,L,L
29,0.17340228615941122,0.13105815040051874,152640.0,3165.0,Link_Error_9_range50-flw2-rtt,L,L
24,0.6812009266516337,0.07666666666666666,151200.0,1765.0,Normal_0_range50-flw0-rtt,N,N
25,0.6508112669729457,0.08382009618993069,16806016.0,1765.0,Normal_0_range50-flw1-rtt,N,N
26,0.655077832391928,0.08410207394705128,279360.0,1765.0,Normal_0_range50-flw2-rtt,N,N
21,0.5878082536086505,0.16999999999999998,151200.0,1894.0,Normal_1_range50-flw0-rtt,N,N
22,0.7392981497350808,0.043644983245866,16806016.0,1894.0,Normal_1_range50-flw1-rtt,N,N
23,0.5975677650490292,0.14450001198005913,279360.0,1894.0,Normal_1_range50-flw2-rtt,N,N
6,0.577115556695574,0.12333333333333332,28800.0,1756.0,Normal_8_range50-flw0-rtt,N,N
7,0.6519665815744221,0.09051356491597677,31680.0,1756.0,Normal_8_range50-flw1-rtt,N,N
8,0.7806672455961404,0.04380381108656264,51840.0,1756.0,Normal_8_range50-flw2-rtt,N,N
30,0.10700017930156976,0.5366666666666666,211680.0,2246.0,TCP_Congestion_0_range50-flw0-rtt,T,U
31,0.19342868142914169,0.5462140114080984,152640.0,2246.0,TCP_Congestion_0_range50-flw1-rtt,T,U
32,0.24999286885854316,0.548714706493345,152640.0,2246.0,TCP_Congestion_0_range50-flw2-rtt,T,U
12,0.23625123462739805,0.5233333333333333,16797376.0,2004.0,TCP_Congestion_3_range50-flw0-rtt,T,T
13,0.3210381072060153,0.5264608088657877,220320.0,2004.0,TCP_Congestion_3_range50-flw1-rtt,T,T
14,0.44482384446306006,0.5285166191377617,47520.0,2004.0,TCP_Congestion_3_range50-flw2-rtt,T,T
3,0.14502338856532113,0.1633333333333333,28800.0,2715.0,TCP_Congestion_6_range50-flw0-rtt,T,L
4,0.11443819590100436,0.30500288864548986,31680.0,2715.0,TCP_Congestion_6_range50-flw1-rtt,T,U
5,0.24592036980802381,0.1578888155695034,51840.0,2715.0,TCP_Congestion_6_range50-flw2-rtt,T,L
15,0.06527132341443811,0.18999999999999997,16797376.0,2293.0,UDP_Congestion_4_range50-flw0-rtt,U,U
16,0.1335500031126267,0.1575712147295694,220320.0,2293.0,UDP_Congestion_4_range50-flw1-rtt,U,U
17,0.12856895996448017,0.1043155266056414,47520.0,2293.0,UDP_Congestion_4_range50-flw2-rtt,U,L
33,0.06215763354254784,0.33666666666666667,211680.0,1808.0,UDP_Congestion_8_range50-flw0-rtt,U,U
34,0.04630391900940706,0.5330243267274188,152640.0,1808.0,UDP_Congestion_8_range50-flw1-rtt,U,U
35,0.12277020845745813,0.39402500482680636,152640.0,1808.0,UDP_Congestion_8_range50-flw2-rtt,U,T
18,0.15915689034751665,0.3433333333333333,151200.0,1665.0,UDP_Congestion_9_range50-flw0-rtt,U,T
19,0.17790677154633544,0.345640518357421,16806016.0,1665.0,UDP_Congestion_9_range50-flw1-rtt,U,T
20,0.12242020977464418,0.33970422256048394,279360.0,1665.0,UDP_Congestion_9_range50-flw2-rtt,U,T
