,0,1,2,3,name,label,pred
24,0.32373749499401605,0.09666666666666665,0.2928341877822139,0.06999999999999999,Link_Error_2_range50-flw0-rtt,L,L
25,0.21693436456718784,2.465798949220745,0.16774102375591168,0.12412865458662253,Link_Error_2_range50-flw1-rtt,L,T
26,0.14890646809206837,0.03027470968824012,0.11210250089951788,3.1317505244168395,Link_Error_2_range50-flw2-rtt,L,U
33,0.3177258069000951,0.06333333333333332,0.26064389632046414,0.11666666666666665,Link_Error_7_range50-flw0-rtt,L,L
34,0.44097750432933475,0.07715587865902948,0.22392463372377852,0.12412032653843873,Link_Error_7_range50-flw1-rtt,L,L
35,0.1013877915047222,0.05044427449581535,0.09463811459236858,0.2522213724790768,Link_Error_7_range50-flw2-rtt,L,L
27,0.08675801734329462,0.056666666666666664,0.07937038125914816,0.2033333333333333,Link_Error_8_range50-flw0-rtt,L,L
28,0.35203690242388946,0.03685365844424693,0.20954724788202397,0.1574656315345096,Link_Error_8_range50-flw1-rtt,L,L
29,0.31695614860491406,0.1381225566835602,0.2563312732949141,0.09769644253227429,Link_Error_8_range50-flw2-rtt,L,L
0,0.6812009266516337,0.07666666666666666,0.19870498124191766,0.15666666666666665,Normal_0_range50-flw0-rtt,N,N
1,0.6508112669729457,0.08382009618993069,0.23856861824174416,0.17099299622745862,Normal_0_range50-flw1-rtt,N,N
2,0.655077832391928,0.08410207394705128,0.24465308075797204,0.1715682308519846,Normal_0_range50-flw2-rtt,N,N
18,0.5954197428952538,0.10999999999999999,0.19153974144922237,0.2233333333333333,Normal_7_range50-flw0-rtt,N,N
19,0.5979005320159907,0.15070437718854152,0.16166087026409987,0.3047577405368284,Normal_7_range50-flw1-rtt,N,N
20,0.5964666753230669,0.1914693163870224,0.14596479716062546,0.3862977435878522,Normal_7_range50-flw2-rtt,N,N
9,0.6381170019214999,0.08333333333333331,0.213117749452631,0.1633333333333333,Normal_9_range50-flw0-rtt,N,N
10,0.5959139529922949,0.19751080810944566,0.12404481706880344,0.39836925703430565,Normal_9_range50-flw1-rtt,N,N
11,0.7372335729109982,0.05723947545340651,0.22112051520997023,0.11111192293896557,Normal_9_range50-flw2-rtt,N,N
21,0.23625123462739805,0.5233333333333333,0.07954799183871972,0.4033333333333333,TCP_Congestion_3_range50-flw0-rtt,T,T
22,0.3210381072060153,0.5264608088657877,0.06891308956978358,0.47951525903062203,TCP_Congestion_3_range50-flw1-rtt,T,T
23,0.44482384446306006,0.5285166191377617,0.07246906787932397,0.4813877486414009,TCP_Congestion_3_range50-flw2-rtt,T,T
3,0.11825410963241059,0.3233333333333333,0.1177171250504938,0.37,TCP_Congestion_4_range50-flw0-rtt,T,U
4,0.12236840028206376,0.7485787996508737,0.09745876513538224,0.3726109720235291,TCP_Congestion_4_range50-flw1-rtt,T,T
5,0.08140242179888206,0.6624123652818852,0.0760980337204805,0.3194374350344116,TCP_Congestion_4_range50-flw2-rtt,T,T
6,0.2749325497799579,0.33666666666666667,0.1899357062144465,0.26333333333333336,TCP_Congestion_9_range50-flw0-rtt,T,T
7,0.19250903686902798,0.3388831545310876,0.12079808663240706,0.13756642906707514,TCP_Congestion_9_range50-flw1-rtt,T,U
8,0.19641316185028582,0.33990959683591954,0.1314491059661784,0.1985610516170223,TCP_Congestion_9_range50-flw2-rtt,T,U
12,0.03802346292382121,0.43666666666666665,0.03800426551791571,0.5833333333333333,UDP_Congestion_3_range50-flw0-rtt,U,U
13,0.2001649517098655,0.21111506048932382,0.04765644474481358,0.3719646303859515,UDP_Congestion_3_range50-flw1-rtt,U,U
14,0.08625387673894813,0.2252877268929019,0.08580519300541863,0.37996288267011813,UDP_Congestion_3_range50-flw2-rtt,U,U
15,0.12153589859792635,0.5366666666666666,0.07790448504583632,0.6166666666666666,UDP_Congestion_6_range50-flw0-rtt,U,T
16,0.12617559241369997,0.538934088126703,0.08299029316086626,0.6192720888412425,UDP_Congestion_6_range50-flw1-rtt,U,T
17,0.07295587768378077,0.6432374010420514,0.0652270151951797,0.5624117590262963,UDP_Congestion_6_range50-flw2-rtt,U,T
30,0.15915689034751665,0.3433333333333333,0.11534946121569775,0.17666666666666664,UDP_Congestion_9_range50-flw0-rtt,U,U
31,0.17790677154633544,0.345640518357421,0.16773500393207327,0.09731626245014766,UDP_Congestion_9_range50-flw1-rtt,U,U
32,0.12242020977464418,0.33970422256048394,0.07468253442073607,0.16480699906399715,UDP_Congestion_9_range50-flw2-rtt,U,U
