,0,1,2,name,label,pred
3,0.24987401214091975,0.08999999999999998,279360.0,Link_Error_4_range50-flw0-rtt,L,L
4,0.2517213984289615,0.31804717161822027,152640.0,Link_Error_4_range50-flw1-rtt,L,T
5,0.25133606070635595,0.06387962765035735,152640.0,Link_Error_4_range50-flw2-rtt,L,L
0,0.17850810985565316,0.04333333333333333,279360.0,Link_Error_6_range50-flw0-rtt,L,L
1,0.5025535092208699,0.036831446876849,152640.0,Link_Error_6_range50-flw1-rtt,L,N
2,0.33031315950732815,0.06391757619975898,152640.0,Link_Error_6_range50-flw2-rtt,L,L
9,0.08675801734329462,0.056666666666666664,31680.0,Link_Error_8_range50-flw0-rtt,L,L
10,0.35203690242388946,0.03685365844424693,95040.0,Link_Error_8_range50-flw1-rtt,L,L
11,0.31695614860491406,0.1381225566835602,149760.0,Link_Error_8_range50-flw2-rtt,L,L
15,0.7105115647868145,0.056666666666666664,31680.0,Normal_2_range50-flw0-rtt,N,N
16,0.5970483937936988,0.11058320476360277,95040.0,Normal_2_range50-flw1-rtt,N,N
17,0.6170457180726924,0.10424448924117848,149760.0,Normal_2_range50-flw2-rtt,N,N
12,0.5664369487407124,0.12999999999999998,31680.0,Normal_3_range50-flw0-rtt,N,N
13,0.7810483224049551,0.04365084521635257,95040.0,Normal_3_range50-flw1-rtt,N,N
14,0.7306339924948672,0.057243330251285085,149760.0,Normal_3_range50-flw2-rtt,N,N
24,0.7803203543239953,0.04333333333333333,303840.0,Normal_4_range50-flw0-rtt,N,N
25,0.6192919954090449,0.10389511848115525,152640.0,Normal_4_range50-flw1-rtt,N,N
26,0.605740091384786,0.10424448924117848,116640.0,Normal_4_range50-flw2-rtt,N,N
18,0.19272096153006116,0.43666666666666665,303840.0,TCP_Congestion_5_range50-flw0-rtt,T,T
19,0.39288837278500877,0.4464917714755744,152640.0,TCP_Congestion_5_range50-flw1-rtt,T,T
20,0.3343602484407545,0.44799572942176247,116640.0,TCP_Congestion_5_range50-flw2-rtt,T,T
21,0.14502338856532113,0.1633333333333333,303840.0,TCP_Congestion_6_range50-flw0-rtt,T,L
22,0.11443819590100436,0.30500288864548986,152640.0,TCP_Congestion_6_range50-flw1-rtt,T,T
23,0.24592036980802381,0.1578888155695034,116640.0,TCP_Congestion_6_range50-flw2-rtt,T,L
6,0.2923624087160855,0.43666666666666665,279360.0,TCP_Congestion_7_range50-flw0-rtt,T,T
7,0.22641756063889587,0.4389229795043406,152640.0,TCP_Congestion_7_range50-flw1-rtt,T,T
8,0.39390930473435953,0.44116978964923403,152640.0,TCP_Congestion_7_range50-flw2-rtt,T,T
